                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.63623,                0.78833,                0.46693,                0.98254,                0.99581,                      1,                  0.995,                0.76037,                0.99581,                      1,                  0.995,                 0.8821,                0.97004,                0.80567,                0.49726,                 1.2248,              0.0014918,              0.0014918,              0.0014918
                    157,                0.72443,                 0.8013,                0.47684,                 1.0171,                0.99574,                      1,                  0.995,                0.80447,                0.99574,                      1,                  0.995,                0.88588,                0.81775,                0.75482,                0.46661,                 1.1072,              0.0014885,              0.0014885,              0.0014885
                    158,                 0.6945,                0.75017,                0.49651,                 1.0113,                0.99573,                      1,                  0.995,                0.85854,                0.99573,                      1,                  0.995,                0.88248,                0.70778,                 0.7608,                0.46563,                 1.0166,              0.0014852,              0.0014852,              0.0014852
                    159,                0.71404,                 0.8169,                0.49541,                0.99736,                0.99568,                      1,                  0.995,                 0.8504,                0.99568,                      1,                  0.995,                0.88992,                0.72781,                0.73419,                0.43349,                0.99246,              0.0014819,              0.0014819,              0.0014819
                    160,                0.74199,                0.89675,                0.54633,                 1.0166,                0.99567,                      1,                  0.995,                0.85068,                0.99567,                      1,                  0.995,                0.87499,                 0.7164,                 0.7435,                0.45711,                 0.9857,              0.0014786,              0.0014786,              0.0014786
                    161,                 0.6836,                0.80795,                0.50478,                 1.0002,                0.99558,                      1,                  0.995,                0.85487,                0.99558,                      1,                  0.995,                0.85475,                0.66492,                0.79345,                0.44456,                 1.0111,              0.0014753,              0.0014753,              0.0014753
                    162,                0.67763,                0.82508,                0.47675,                0.96609,                0.99577,                      1,                  0.995,                0.85437,                0.99577,                      1,                  0.995,                0.86955,                0.64719,                0.79106,                 0.4225,                 1.0473,               0.001472,               0.001472,               0.001472
                    163,                0.69692,                0.86832,                0.49131,                0.99484,                0.99608,                      1,                  0.995,                 0.8236,                0.99608,                      1,                  0.995,                0.85162,                 0.6842,                0.75644,                 0.4398,                 1.0656,              0.0014687,              0.0014687,              0.0014687
                    164,                 0.6825,                0.81626,                0.47208,                0.98528,                0.99594,                      1,                  0.995,                0.84251,                0.99594,                      1,                  0.995,                0.87324,                0.65216,                0.72692,                0.44211,                 1.0258,              0.0014654,              0.0014654,              0.0014654
                    165,                 0.6371,                0.88068,                0.45309,                0.97688,                0.99593,                      1,                  0.995,                 0.8787,                0.99593,                      1,                  0.995,                0.86662,                0.63385,                0.83204,                0.47603,                0.99783,              0.0014621,              0.0014621,              0.0014621
                    166,                0.64083,                0.85788,                0.46652,                0.96276,                0.99566,                      1,                  0.995,                0.84003,                0.99566,                      1,                  0.995,                0.87282,                0.64933,                0.81091,                0.48136,                 1.0162,              0.0014588,              0.0014588,              0.0014588
                    167,                0.65996,                0.79856,                0.45542,                 0.9728,                0.99595,                      1,                  0.995,                0.84469,                0.99595,                      1,                  0.995,                0.88258,                0.65394,                0.74651,                0.45372,                 1.0004,              0.0014555,              0.0014555,              0.0014555
                    168,                0.65612,                0.85085,                0.48078,                0.96523,                0.99605,                      1,                  0.995,                0.85744,                0.99605,                      1,                  0.995,                0.88149,                0.64952,                0.74211,                0.42848,                0.97412,              0.0014522,              0.0014522,              0.0014522
                    169,                0.62446,                0.72205,                0.46312,                0.96762,                0.99599,                      1,                  0.995,                0.87134,                0.99599,                      1,                  0.995,                0.87623,                0.61794,                 0.7959,                0.44023,                0.99559,              0.0014489,              0.0014489,              0.0014489
                    170,                0.67412,                0.79439,                0.47393,                0.96962,                0.99565,                      1,                  0.995,                0.82156,                0.99565,                      1,                  0.995,                0.86971,                0.69095,                0.84685,                0.48271,                 1.0144,              0.0014456,              0.0014456,              0.0014456
                    171,                0.70664,                0.82621,                0.45279,                0.96716,                0.99562,                      1,                  0.995,                0.83574,                0.99562,                      1,                  0.995,                0.86111,                 0.7179,                0.81957,                0.51553,                 1.0241,              0.0014423,              0.0014423,              0.0014423
                    172,                0.67434,                0.78816,                0.48586,                0.98296,                0.99448,                      1,                  0.995,                0.83409,                0.99448,                      1,                  0.995,                0.86266,                0.70554,                0.77338,                0.51817,                 1.0228,               0.001439,               0.001439,               0.001439
                    173,                0.68686,                0.80954,                0.47608,                0.97599,                0.99609,                      1,                  0.995,                0.86966,                0.99609,                      1,                  0.995,                0.87145,                0.67612,                0.74562,                 0.4886,                  1.022,              0.0014357,              0.0014357,              0.0014357
                    174,                0.73376,                0.89028,                0.49754,                 1.0062,                0.99587,                      1,                  0.995,                0.86492,                0.99587,                      1,                  0.995,                0.87374,                0.65188,                0.79211,                0.49728,                   1.02,              0.0014324,              0.0014324,              0.0014324
                    175,                0.63049,                 0.8163,                0.48024,                0.96171,                0.99582,                      1,                  0.995,                0.82081,                0.99582,                      1,                  0.995,                0.85708,                0.73584,                0.76322,                0.51371,                 1.0223,              0.0014291,              0.0014291,              0.0014291
                    176,                0.64537,                0.76435,                0.45778,                0.97043,                0.99588,                      1,                  0.995,                0.84605,                0.99588,                      1,                  0.995,                0.87002,                0.64096,                 0.7399,                 0.4812,                 1.0088,              0.0014258,              0.0014258,              0.0014258
                    177,                0.69536,                0.80044,                0.48585,                0.99336,                0.99595,                      1,                  0.995,                0.85226,                0.99595,                      1,                  0.995,                0.87438,                0.58865,                0.75247,                0.45504,                 1.0076,              0.0014225,              0.0014225,              0.0014225
                    178,                0.62863,                0.79367,                0.44635,                0.98594,                0.99583,                      1,                  0.995,                0.85667,                0.99583,                      1,                  0.995,                0.87263,                0.62405,                0.82297,                0.43011,                 1.0175,              0.0014192,              0.0014192,              0.0014192
                    179,                0.62751,                0.79496,                0.44467,                0.95268,                 0.9957,                      1,                  0.995,                0.81467,                 0.9957,                      1,                  0.995,                0.86841,                0.77998,                0.81286,                0.52137,                 1.0865,              0.0014159,              0.0014159,              0.0014159
                    180,                0.64547,                0.77888,                0.44193,                 0.9737,                0.99549,                      1,                  0.995,                0.80083,                0.99549,                      1,                  0.995,                0.86862,                0.81499,                0.75982,                0.51716,                 1.1174,              0.0014126,              0.0014126,              0.0014126
                    181,                0.68257,                0.82092,                0.48949,                0.97867,                0.99543,                      1,                  0.995,                0.76676,                0.99543,                      1,                  0.995,                0.87897,                0.93071,                0.73717,                0.48386,                 1.1337,              0.0014093,              0.0014093,              0.0014093
                    182,                0.59787,                0.80655,                0.46406,                0.95379,                0.99531,                      1,                  0.995,                0.75368,                0.99531,                      1,                  0.995,                0.87535,                0.93291,                0.73497,                0.48039,                 1.0956,               0.001406,               0.001406,               0.001406
                    183,                 0.6685,                0.78228,                0.48667,                0.98492,                0.99552,                      1,                  0.995,                0.81172,                0.99552,                      1,                  0.995,                0.88029,                0.78517,                0.74724,                 0.4695,                 1.0689,              0.0014027,              0.0014027,              0.0014027
                    184,                0.68041,                0.80337,                0.48318,                0.96132,                0.99554,                      1,                  0.995,                0.83067,                0.99554,                      1,                  0.995,                0.87899,                0.69807,                0.75667,                0.45281,                  1.069,              0.0013994,              0.0013994,              0.0013994
                    185,                0.59885,                0.79788,                 0.4367,                0.96443,                0.99492,                      1,                  0.995,                 0.8443,                0.99492,                      1,                  0.995,                0.86842,                0.71499,                0.77554,                0.46923,                 1.0649,              0.0013961,              0.0013961,              0.0013961
                    186,                 0.6267,                0.68885,                0.45384,                0.96614,                0.99457,                      1,                  0.995,                0.82514,                0.99457,                      1,                  0.995,                0.86878,                 0.7477,                0.76367,                0.55264,                 1.0662,              0.0013928,              0.0013928,              0.0013928
                    187,                0.62695,                0.79917,                0.47634,                0.96234,                0.96035,                      1,                  0.995,                0.78097,                0.96035,                      1,                  0.995,                0.86887,                0.77191,                0.79163,                0.59841,                 1.0459,              0.0013895,              0.0013895,              0.0013895
                    188,                0.64632,                0.85959,                0.45653,                0.97119,                0.96068,                      1,                  0.995,                 0.8222,                0.96068,                      1,                  0.995,                0.86491,                0.74344,                0.79069,                0.53554,                 1.0069,              0.0013862,              0.0013862,              0.0013862
                    189,                0.60857,                0.78143,                0.42681,                0.94909,                0.98107,                      1,                  0.995,                0.84458,                0.98107,                      1,                  0.995,                0.87139,                0.73127,                 0.7668,                0.51832,                 1.0086,              0.0013829,              0.0013829,              0.0013829
                    190,                0.63128,                0.79255,                0.44647,                0.98791,                0.99291,                      1,                  0.995,                0.84459,                0.99291,                      1,                  0.995,                0.87372,                0.74518,                0.74648,                0.52746,                 1.0322,              0.0013796,              0.0013796,              0.0013796
                    191,                0.66436,                0.88994,                 0.4753,                0.95957,                0.99289,                      1,                  0.995,                0.84354,                0.99289,                      1,                  0.995,                0.87651,                0.65794,                0.75348,                0.52792,                 1.0531,              0.0013763,              0.0013763,              0.0013763
                    192,                0.65469,                0.87602,                0.49094,                0.97845,                0.98776,                      1,                  0.995,                0.82921,                0.98776,                      1,                  0.995,                 0.8654,                0.70338,                 0.7547,                0.55137,                  1.064,               0.001373,               0.001373,               0.001373
                    193,                0.62857,                0.82229,                0.44389,                0.95464,                 0.9944,                      1,                  0.995,                0.82132,                 0.9944,                      1,                  0.995,                0.84478,                0.68186,                0.79719,                0.58687,                 1.0646,              0.0013697,              0.0013697,              0.0013697
                    194,                0.61919,                0.86489,                0.45022,                0.98406,                0.99538,                      1,                  0.995,                0.85523,                0.99538,                      1,                  0.995,                0.86577,                0.67192,                0.80079,                0.48667,                 1.0423,              0.0013664,              0.0013664,              0.0013664
                    195,                0.62368,                0.75751,                 0.4514,                0.96443,                 0.9944,                      1,                  0.995,                0.83677,                 0.9944,                      1,                  0.995,                0.84648,                0.68318,                0.77861,                0.43111,                 1.0212,              0.0013631,              0.0013631,              0.0013631
                    196,                0.63183,                0.77079,                 0.4403,                0.97438,                0.98861,                      1,                  0.995,                0.86094,                0.98861,                      1,                  0.995,                 0.8565,                0.66584,                0.74544,                0.41645,                  1.052,              0.0013598,              0.0013598,              0.0013598
                    197,                0.64902,                0.81456,                0.48579,                0.97336,                0.99484,                      1,                  0.995,                0.82119,                0.99484,                      1,                  0.995,                0.86481,                0.66981,                0.77042,                0.42469,                 1.0321,              0.0013565,              0.0013565,              0.0013565
                    198,                0.66885,                0.90356,                0.49161,                0.99023,                0.99498,                      1,                  0.995,                0.83256,                0.99498,                      1,                  0.995,                0.85919,                0.69279,                0.80655,                0.42375,                 1.0013,              0.0013532,              0.0013532,              0.0013532
                    199,                0.67777,                0.81263,                0.46899,                 1.0034,                0.99537,                      1,                  0.995,                0.74499,                0.99537,                      1,                  0.995,                0.83493,                0.77458,                0.86936,                0.45172,                 1.0078,              0.0013499,              0.0013499,              0.0013499
                    200,                 0.7064,                0.86646,                0.48928,                 1.0025,                0.99567,                      1,                  0.995,                 0.7739,                0.99567,                      1,                  0.995,                0.85499,                0.74054,                0.78707,                0.44063,                 1.0135,              0.0013466,              0.0013466,              0.0013466
                    201,                 0.7099,                0.83428,                0.47914,                0.98381,                0.99577,                      1,                  0.995,                 0.7695,                0.99577,                      1,                  0.995,                0.83297,                0.68062,                0.73388,                0.45509,                 1.0054,              0.0013433,              0.0013433,              0.0013433
                    202,                0.65119,                0.76941,                0.44552,                 0.9725,                0.99318,                      1,                  0.995,                0.79383,                0.99318,                      1,                  0.995,                0.85685,                0.71244,                 0.7615,                0.49391,                 1.0187,                0.00134,                0.00134,                0.00134
                    203,                0.68882,                0.84665,                0.50028,                 1.0019,                0.99512,                      1,                  0.995,                0.78489,                0.99512,                      1,                  0.995,                0.86518,                0.74348,                0.74191,                0.49212,                 1.0587,              0.0013367,              0.0013367,              0.0013367
                    204,                0.66705,                0.80014,                0.48868,                 0.9947,                0.99562,                      1,                  0.995,                0.81715,                0.99562,                      1,                  0.995,                0.87812,                0.71957,                 0.7662,                0.45727,                 1.0484,              0.0013334,              0.0013334,              0.0013334
                    205,                0.61211,                0.78566,                0.43947,                0.95888,                0.99549,                      1,                  0.995,                 0.8378,                0.99549,                      1,                  0.995,                0.87287,                0.69267,                0.80038,                0.43245,                 1.0273,              0.0013301,              0.0013301,              0.0013301
                    206,                 0.6407,                0.85102,                0.45155,                0.97118,                0.99522,                      1,                  0.995,                0.83611,                0.99522,                      1,                  0.995,                0.87515,                0.71033,                 0.7975,                0.46357,                 1.0299,              0.0013268,              0.0013268,              0.0013268
                    207,                0.61416,                0.79291,                0.44536,                0.96746,                0.99539,                      1,                  0.995,                0.80521,                0.99539,                      1,                  0.995,                 0.8754,                0.72177,                0.73334,                0.48309,                 1.0637,              0.0013235,              0.0013235,              0.0013235
                    208,                0.60499,                0.79371,                 0.4609,                0.95795,                0.99519,                      1,                  0.995,                0.81117,                0.99519,                      1,                  0.995,                0.86635,                 0.7289,                0.77642,                0.47546,                 1.0972,              0.0013202,              0.0013202,              0.0013202
                    209,                0.61479,                0.72934,                0.42652,                 0.9569,                0.99555,                      1,                  0.995,                 0.8133,                0.99555,                      1,                  0.995,                 0.8565,                0.72094,                0.84697,                0.46206,                 1.0714,              0.0013169,              0.0013169,              0.0013169
                    210,                0.62269,                0.76296,                0.45411,                0.98004,                0.99552,                      1,                  0.995,                 0.8146,                0.99552,                      1,                  0.995,                0.86357,                0.75073,                0.80909,                 0.4838,                 1.0636,              0.0013136,              0.0013136,              0.0013136
                    211,                0.64294,                0.77373,                0.43858,                 0.9785,                0.99371,                      1,                  0.995,                0.82728,                0.99371,                      1,                  0.995,                0.88701,                0.73187,                0.72837,                0.43934,                 1.0599,              0.0013103,              0.0013103,              0.0013103
                    212,                0.67076,                0.83705,                 0.4736,                0.98774,                0.99314,                      1,                  0.995,                0.86297,                0.99314,                      1,                  0.995,                0.88096,                0.66705,                0.73482,                0.43214,                 1.0393,               0.001307,               0.001307,               0.001307
                    213,                0.67881,                0.82376,                0.48361,                0.99396,                0.99473,                      1,                  0.995,                0.83011,                0.99473,                      1,                  0.995,                0.88015,                0.65566,                0.73493,                0.48176,                 1.0421,              0.0013037,              0.0013037,              0.0013037
                    214,                0.69573,                 0.8557,                0.51412,                 1.0013,                0.99518,                      1,                  0.995,                0.82024,                0.99518,                      1,                  0.995,                0.87233,                0.64996,                  0.747,                0.49833,                 1.0178,              0.0013004,              0.0013004,              0.0013004
                    215,                0.64779,                0.85027,                0.46525,                0.97619,                0.99191,                      1,                  0.995,                0.81838,                0.99191,                      1,                  0.995,                0.88101,                0.62805,                0.75791,                0.51149,                 0.9787,              0.0012971,              0.0012971,              0.0012971
                    216,                0.65178,                0.82282,                0.46842,                0.97595,                0.98767,                      1,                  0.995,                0.81558,                0.98767,                      1,                  0.995,                0.86779,                0.62676,                0.76648,                0.48537,                0.97876,              0.0012938,              0.0012938,              0.0012938
                    217,                 0.6255,                0.84268,                0.44492,                0.94324,                0.99446,                      1,                  0.995,                0.77894,                0.99446,                      1,                  0.995,                0.86985,                 0.7103,                0.72641,                0.51699,                 1.0204,              0.0012905,              0.0012905,              0.0012905
                    218,                 0.6201,                0.72611,                  0.446,                0.95839,                0.99448,                      1,                  0.995,                0.76866,                0.99448,                      1,                  0.995,                0.88209,                0.75447,                0.69252,                0.52508,                 1.0255,              0.0012872,              0.0012872,              0.0012872
                    219,                 0.6158,                0.74244,                0.42195,                0.96796,                0.99588,                      1,                  0.995,                0.74444,                0.99588,                      1,                  0.995,                0.88225,                0.81415,                 0.6901,                0.49063,                 1.0437,              0.0012839,              0.0012839,              0.0012839
                    220,                0.62211,                0.83974,                0.43497,                0.96852,                0.99606,                      1,                  0.995,                0.82616,                0.99606,                      1,                  0.995,                0.89564,                0.75692,                 0.7148,                0.47219,                 1.0301,              0.0012806,              0.0012806,              0.0012806
                    221,                0.61203,                0.80894,                0.42849,                0.99151,                0.99588,                      1,                  0.995,                0.84204,                0.99588,                      1,                  0.995,                 0.8961,                0.70516,                0.71042,                0.45513,                 1.0082,              0.0012773,              0.0012773,              0.0012773
                    222,                0.62212,                0.75277,                0.41169,                0.96914,                0.99553,                      1,                  0.995,                0.84443,                0.99553,                      1,                  0.995,                0.89012,                0.66892,                0.69218,                0.46079,                 1.0193,               0.001274,               0.001274,               0.001274
                    223,                0.62218,                0.75901,                0.42381,                0.95589,                0.99479,                      1,                  0.995,                0.85296,                0.99479,                      1,                  0.995,                0.89885,                0.64513,                0.71702,                0.51048,                 1.0695,              0.0012707,              0.0012707,              0.0012707
                    224,                0.65347,                0.81433,                0.47248,                0.95795,                0.99506,                      1,                  0.995,                0.82054,                0.99506,                      1,                  0.995,                0.88277,                0.66665,                0.76187,                0.51712,                 1.0617,              0.0012674,              0.0012674,              0.0012674
                    225,                0.61331,                0.77121,                0.41044,                0.94662,                0.99496,                      1,                  0.995,                0.84645,                0.99496,                      1,                  0.995,                0.87953,                0.66867,                0.73209,                0.50439,                 1.0359,              0.0012641,              0.0012641,              0.0012641
                    226,                 0.6324,                0.77037,                0.43644,                0.96771,                0.99438,                      1,                  0.995,                0.87262,                0.99438,                      1,                  0.995,                0.89706,                 0.6654,                0.71372,                0.51386,                 1.0188,              0.0012608,              0.0012608,              0.0012608
                    227,                0.57837,                0.75469,                0.41765,                0.95723,                 0.9939,                      1,                  0.995,                0.86075,                 0.9939,                      1,                  0.995,                0.90071,                0.62137,                0.73734,                0.50273,                 1.0062,              0.0012575,              0.0012575,              0.0012575
                    228,                  0.588,                0.71895,                0.42996,                0.94596,                0.99345,                      1,                  0.995,                0.85976,                0.99345,                      1,                  0.995,                 0.8738,                0.65438,                0.77168,                 0.5275,                 1.0208,              0.0012542,              0.0012542,              0.0012542
                    229,                0.64835,                0.80031,                0.43719,                0.95194,                0.99307,                      1,                  0.995,                0.81205,                0.99307,                      1,                  0.995,                 0.8658,                0.70537,                0.83937,                0.52334,                 1.0537,              0.0012509,              0.0012509,              0.0012509
                    230,                0.60059,                0.73364,                0.42712,                0.95412,                0.99167,                      1,                  0.995,                0.81453,                0.99167,                      1,                  0.995,                0.86227,                0.68535,                0.81176,                0.50748,                  1.058,              0.0012476,              0.0012476,              0.0012476
                    231,                0.61069,                0.76066,                0.41065,                0.96336,                0.99352,                      1,                  0.995,                0.85347,                0.99352,                      1,                  0.995,                0.87972,                0.63329,                 0.7586,                0.44344,                 1.0366,              0.0012443,              0.0012443,              0.0012443
                    232,                0.61489,                0.74877,                0.41478,                0.96772,                0.99516,                      1,                  0.995,                 0.8765,                0.99516,                      1,                  0.995,                0.89179,                0.57662,                0.76721,                0.41095,                0.99499,               0.001241,               0.001241,               0.001241
                    233,                 0.6316,                0.84028,                0.44132,                 0.9493,                 0.9956,                      1,                  0.995,                0.86838,                 0.9956,                      1,                  0.995,                 0.8843,                0.55936,                0.81259,                0.41039,                0.97432,              0.0012377,              0.0012377,              0.0012377
                    234,                0.57533,                0.71949,                0.41047,                0.95462,                0.99563,                      1,                  0.995,                0.85923,                0.99563,                      1,                  0.995,                0.89859,                0.55756,                0.74599,                  0.402,                0.97565,              0.0012344,              0.0012344,              0.0012344
                    235,                0.58682,                0.71891,                0.41196,                0.95794,                0.99544,                      1,                  0.995,                0.86606,                0.99544,                      1,                  0.995,                0.89888,                 0.5699,                 0.7278,                0.39081,                0.94122,              0.0012311,              0.0012311,              0.0012311
                    236,                0.60638,                0.77373,                0.41703,                0.96179,                0.99541,                      1,                  0.995,                 0.8518,                0.99541,                      1,                  0.995,                0.90217,                0.64038,                0.73134,                0.40569,                0.96184,              0.0012278,              0.0012278,              0.0012278
                    237,                0.59855,                0.81412,                0.43262,                0.93816,                0.99568,                      1,                  0.995,                0.81626,                0.99568,                      1,                  0.995,                0.87871,                0.80982,                0.85038,                0.43005,                 1.0557,              0.0012245,              0.0012245,              0.0012245
                    238,                0.65598,                0.81898,                0.42553,                 0.9742,                0.99528,                      1,                  0.995,                0.83518,                0.99528,                      1,                  0.995,                0.88832,                0.78598,                0.80822,                0.44243,                 1.0688,              0.0012212,              0.0012212,              0.0012212
                    239,                 0.7074,                0.77247,                0.47472,                0.98858,                0.99458,                      1,                  0.995,                0.86185,                0.99458,                      1,                  0.995,                0.89198,                0.63305,                0.73947,                0.44384,                 1.0201,              0.0012179,              0.0012179,              0.0012179
                    240,                0.64763,                0.80423,                0.45079,                0.95433,                0.99495,                      1,                  0.995,                0.88439,                0.99495,                      1,                  0.995,                0.87759,                0.57858,                0.76844,                0.44424,                0.97824,              0.0012146,              0.0012146,              0.0012146
                    241,                0.68273,                0.81933,                0.45129,                0.97048,                0.99527,                      1,                  0.995,                0.85833,                0.99527,                      1,                  0.995,                0.87899,                0.56856,                0.78857,                0.42244,                0.94981,              0.0012113,              0.0012113,              0.0012113
                    242,                0.62847,                0.72292,                0.43974,                0.95803,                0.99432,                      1,                  0.995,                0.87648,                0.99432,                      1,                  0.995,                0.88132,                0.56162,                0.78065,                0.42294,                0.95308,               0.001208,               0.001208,               0.001208
                    243,                0.65137,                0.70113,                0.43577,                 0.9886,                0.99377,                      1,                  0.995,                0.84155,                0.99377,                      1,                  0.995,                 0.8632,                0.70492,                0.85393,                0.49861,                  1.011,              0.0012047,              0.0012047,              0.0012047
                    244,                0.67382,                0.81498,                0.45238,                0.98332,                0.99362,                      1,                  0.995,                0.84183,                0.99362,                      1,                  0.995,                0.86002,                0.65618,                0.90692,                0.46966,                  1.025,              0.0012014,              0.0012014,              0.0012014
                    245,                0.60903,                0.78486,                0.43608,                0.95919,                0.99457,                      1,                  0.995,                0.84646,                0.99457,                      1,                  0.995,                0.87493,                0.63747,                0.82746,                0.45596,                 1.0438,              0.0011981,              0.0011981,              0.0011981
                    246,                0.64513,                0.73799,                0.43356,                0.96222,                0.99477,                      1,                  0.995,                0.84286,                0.99477,                      1,                  0.995,                0.88036,                0.62696,                0.74237,                0.45982,                 1.0419,              0.0011948,              0.0011948,              0.0011948
                    247,                0.60896,                0.80407,                0.45015,                0.96422,                0.99439,                      1,                  0.995,                0.86859,                0.99439,                      1,                  0.995,                0.88985,                0.54592,                0.71818,                0.45138,                 1.0206,              0.0011915,              0.0011915,              0.0011915
                    248,                0.61606,                0.76458,                0.43979,                0.97815,                0.99394,                      1,                  0.995,                0.85288,                0.99394,                      1,                  0.995,                0.88866,                0.54115,                0.76923,                0.42685,                0.99188,              0.0011882,              0.0011882,              0.0011882
                    249,                0.57546,                0.76802,                0.43079,                0.97352,                0.99466,                      1,                  0.995,                0.81329,                0.99466,                      1,                  0.995,                0.87229,                0.55467,                 0.8642,                 0.4438,                0.97597,              0.0011849,              0.0011849,              0.0011849
