                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    104,                 1.9002,                  1.156,                 1.4345,                 2.3115,                0.91899,                0.76471,                0.89346,                0.37118,                0.91899,                0.76471,                0.89346,                0.64512,                 2.3757,                 0.7499,                 1.8516,                 2.7337,              0.0016634,              0.0016634,              0.0016634
                    105,                 1.8574,                 1.1832,                 1.4624,                 2.3259,                 0.6847,                0.88235,                0.86773,                0.39797,                 0.6847,                0.88235,                0.86773,                0.64944,                 2.1532,                0.70985,                 1.4766,                 2.5185,              0.0016601,              0.0016601,              0.0016601
                    106,                 1.8622,                  1.147,                 1.3801,                  2.327,                 0.9344,                0.76471,                0.90168,                0.38151,                 0.9344,                0.76471,                0.90168,                0.67595,                 2.2742,                0.72671,                  2.048,                 2.5775,              0.0016568,              0.0016568,              0.0016568
                    107,                 1.7671,                 1.2537,                 1.4032,                 2.1986,                 0.9344,                0.76471,                0.90168,                0.38151,                 0.9344,                0.76471,                0.90168,                0.67595,                 2.2742,                0.72671,                  2.048,                 2.5775,              0.0016535,              0.0016535,              0.0016535
                    108,                 1.8804,                 1.3098,                 1.4763,                 2.3356,                0.78115,                0.58824,                0.71952,                0.25951,                0.77277,                0.58824,                0.73166,                0.50825,                 2.4684,                0.76878,                 2.6892,                 2.8045,              0.0016502,              0.0016502,              0.0016502
                    109,                 1.9537,                  1.236,                 1.4781,                 2.2648,                 0.6084,                0.70588,                0.61993,                0.20509,                0.67823,                0.76471,                0.81746,                0.47404,                 2.5753,                0.82654,                 2.5757,                 2.9509,              0.0016469,              0.0016469,              0.0016469
                    110,                   1.89,                 1.1762,                 1.5655,                 2.3076,                 0.5597,                0.64706,                 0.6346,                0.20018,                0.79162,                0.64706,                0.77135,                0.41628,                 2.7494,                  2.491,                 1.9573,                 3.1058,              0.0016436,              0.0016436,              0.0016436
                    111,                 1.8655,                 1.1174,                 1.5242,                 2.1778,                0.54772,                0.76471,                0.63664,                0.19708,                 0.6218,                0.76471,                 0.7997,                0.45382,                 2.7208,                  2.593,                  1.766,                 3.1057,              0.0016403,              0.0016403,              0.0016403
                    112,                  1.818,                 1.1568,                 1.4891,                 2.2519,                0.57387,                0.82353,                0.74071,                0.23088,                0.61568,                0.88235,                0.85987,                0.55106,                 2.4507,                0.93683,                 2.9261,                 2.9018,               0.001637,               0.001637,               0.001637
                    113,                 1.7548,                 1.1851,                 1.4214,                 2.2413,                0.55557,                 0.8093,                0.78893,                0.23813,                0.55557,                 0.8093,                0.80851,                0.53016,                 2.1329,                0.85962,                 5.5781,                  2.739,              0.0016337,              0.0016337,              0.0016337
                    114,                 1.8319,                  1.237,                 1.5211,                 2.1661,                0.66515,                0.82353,                0.82442,                0.30294,                0.66515,                0.82353,                0.83539,                0.60655,                 2.0025,                0.94349,                 5.4802,                 2.6135,              0.0016304,              0.0016304,              0.0016304
                    115,                 1.9168,                 1.3164,                 1.5427,                 2.3135,                0.78264,                0.84798,                0.89374,                0.45544,                0.78264,                0.84798,                0.89374,                0.68182,                 1.7679,                0.82209,                 2.8173,                 2.3399,              0.0016271,              0.0016271,              0.0016271
                    116,                 1.7979,                  1.318,                 1.4562,                 2.2638,                0.71992,                0.90787,                0.92041,                0.48755,                0.71992,                0.90787,                0.92041,                  0.716,                 1.7192,                 0.8183,                 2.0035,                  2.214,              0.0016238,              0.0016238,              0.0016238
                    117,                 1.8861,                 1.2457,                 1.4668,                  2.245,                0.83198,                0.82353,                0.93349,                0.52175,                0.83198,                0.82353,                0.93349,                0.71541,                 1.7983,                 1.0129,                 1.3951,                 2.2225,              0.0016205,              0.0016205,              0.0016205
                    118,                 1.8014,                 1.1334,                 1.3839,                 2.2142,                0.86114,                0.73059,                0.88508,                 0.4357,                0.86114,                0.73059,                0.88508,                0.61484,                 2.0977,                 1.2569,                 1.6696,                 2.4088,              0.0016172,              0.0016172,              0.0016172
                    119,                 1.7789,                 1.2932,                 1.3981,                 2.2721,                 0.6989,                0.68355,                0.74973,                0.32381,                0.71324,                0.73238,                0.81375,                0.53656,                 2.3493,                 1.1107,                 1.8309,                 2.5657,              0.0016139,              0.0016139,              0.0016139
                    120,                 1.8866,                 1.2194,                 1.3601,                 2.2914,                0.81625,                0.76471,                0.90866,                0.40831,                0.81625,                0.76471,                0.90866,                0.64136,                 2.4119,                0.87358,                 1.6949,                 2.6095,              0.0016106,              0.0016106,              0.0016106
                    121,                 1.7819,                 1.0936,                 1.4747,                 2.1821,                0.80268,                0.94118,                0.94243,                0.50616,                0.80268,                0.94118,                0.94243,                0.70055,                 2.2119,                0.79416,                 2.0661,                 2.4907,              0.0016073,              0.0016073,              0.0016073
                    122,                 1.6917,                 1.1438,                 1.2792,                 2.0688,                0.75086,                0.88235,                0.93237,                0.49547,                0.75086,                0.88235,                0.93237,                0.70199,                 2.0924,                 0.7681,                 2.4367,                 2.4647,               0.001604,               0.001604,               0.001604
                    123,                 1.7106,                 1.1706,                 1.3037,                 2.2088,                0.75086,                0.88235,                0.93237,                0.49547,                0.75086,                0.88235,                0.93237,                0.70199,                 2.0924,                 0.7681,                 2.4367,                 2.4647,              0.0016007,              0.0016007,              0.0016007
                    124,                 1.8978,                 1.5127,                 1.5974,                   2.24,                0.81443,                0.77501,                 0.9397,                0.48505,                0.81443,                0.77501,                 0.9397,                0.70223,                  2.036,                 0.8484,                 2.5105,                 2.4561,              0.0015974,              0.0015974,              0.0015974
                    125,                 1.8886,                 1.2534,                 1.4706,                  2.314,                0.96759,                0.76471,                0.94619,                0.44229,                0.96759,                0.76471,                0.94619,                0.72026,                 2.0218,                0.90532,                 2.7811,                 2.5045,              0.0015941,              0.0015941,              0.0015941
                    126,                 1.7801,                 1.3295,                 1.5099,                 2.3001,                0.79536,                0.91523,                0.93741,                0.44239,                0.79536,                0.91523,                0.93741,                0.70432,                 1.8986,                0.92335,                 2.6735,                   2.42,              0.0015908,              0.0015908,              0.0015908
                    127,                 1.7531,                 1.3385,                 1.4072,                  2.208,                0.93933,                0.94118,                 0.9875,                0.43516,                0.93933,                0.94118,                 0.9875,                0.70449,                 2.0315,                0.92443,                 3.2004,                 2.5058,              0.0015875,              0.0015875,              0.0015875
                    128,                 1.8039,                 1.2828,                 1.4528,                  2.214,                0.88706,                0.92474,                0.98342,                 0.5779,                0.88706,                0.92474,                0.98342,                0.72351,                 1.7388,                 1.0725,                 4.3149,                 2.2954,              0.0015842,              0.0015842,              0.0015842
                    129,                 1.8594,                 1.2481,                 1.4186,                  2.192,                0.85304,                0.94118,                0.98083,                0.57833,                0.85304,                0.94118,                0.98083,                0.72953,                 1.6467,                 1.0718,                 3.3767,                 2.2304,              0.0015809,              0.0015809,              0.0015809
                    130,                 1.8243,                 1.2705,                 1.5203,                 2.2829,                0.82336,                0.94118,                0.92929,                0.46541,                0.82336,                0.94118,                0.92929,                0.69854,                 1.8837,                0.83376,                 2.2832,                 2.3754,              0.0015776,              0.0015776,              0.0015776
                    131,                 1.7223,                 1.2495,                 1.4761,                 2.1205,                0.81434,                0.94118,                0.92496,                0.47182,                0.81434,                0.94118,                0.92496,                0.69381,                 1.9215,                0.82066,                 2.3518,                  2.422,              0.0015743,              0.0015743,              0.0015743
                    132,                 1.5973,                  1.042,                 1.3203,                  2.103,                0.84142,                0.93659,                0.93271,                0.45591,                0.84142,                0.93659,                0.93271,                0.69344,                 1.8747,                0.84985,                  1.829,                 2.3844,               0.001571,               0.001571,               0.001571
                    133,                 1.6943,                 1.1351,                 1.3316,                 2.1601,                0.73344,                      1,                0.92948,                0.51836,                0.73344,                      1,                0.92948,                0.73561,                 1.8468,                0.81751,                 1.2093,                 2.2748,              0.0015677,              0.0015677,              0.0015677
                    134,                 1.6462,                 1.1168,                 1.3239,                 2.0886,                0.88298,                  0.888,                0.96728,                0.57702,                0.88298,                  0.888,                0.96728,                0.77668,                 1.8749,                 0.8143,                 1.2288,                 2.2304,              0.0015644,              0.0015644,              0.0015644
                    135,                 1.7157,                 1.2043,                  1.315,                 2.2528,                      1,                0.85557,                0.98548,                0.50146,                      1,                0.85557,                0.98548,                0.77836,                 1.9456,                0.86317,                 1.4647,                 2.2893,              0.0015611,              0.0015611,              0.0015611
                    136,                 1.6442,                 1.1818,                 1.2732,                 2.1332,                0.94347,                0.98242,                0.98889,                0.46508,                0.94347,                0.98242,                0.98889,                0.76698,                 2.0347,                0.86701,                 1.2534,                 2.4229,              0.0015578,              0.0015578,              0.0015578
                    137,                 1.6539,                 1.1086,                 1.2806,                 2.1219,                0.97937,                0.94118,                 0.9875,                0.46602,                0.97937,                0.94118,                 0.9875,                0.76216,                 2.0341,                0.77956,                 1.0959,                 2.4351,              0.0015545,              0.0015545,              0.0015545
                    138,                 1.7007,                 1.1498,                  1.247,                 2.1485,                      1,                0.92416,                0.98974,                0.50911,                      1,                0.92416,                0.98974,                0.77269,                 1.9759,                0.85602,                  1.134,                 2.3274,              0.0015512,              0.0015512,              0.0015512
                    139,                 1.6239,                  1.248,                 1.2645,                 2.0926,                      1,                0.92416,                0.98974,                0.50911,                      1,                0.92416,                0.98974,                0.77269,                 1.9759,                0.85602,                  1.134,                 2.3274,              0.0015479,              0.0015479,              0.0015479
                    140,                 1.6519,                 1.0244,                 1.2203,                 2.1064,                0.97308,                0.94118,                0.97242,                0.52738,                0.97308,                0.94118,                0.97242,                0.73067,                 1.9456,                 1.1054,                 1.1077,                 2.2881,              0.0015446,              0.0015446,              0.0015446
                    141,                 1.7872,                 1.1663,                 1.2448,                 2.1527,                0.90902,                0.88235,                  0.955,                 0.5259,                0.90902,                0.88235,                  0.955,                0.73042,                 1.7722,                0.94891,                 1.1417,                 2.2605,              0.0015413,              0.0015413,              0.0015413
                    142,                 1.7144,                0.99554,                 1.2875,                 2.1164,                0.93802,                0.89065,                0.95751,                0.48855,                0.93802,                0.89065,                0.95751,                0.73121,                 1.7426,                0.87363,                 1.2816,                 2.3123,               0.001538,               0.001538,               0.001538
                    143,                  1.733,                 1.0567,                   1.26,                 1.9887,                0.83662,                0.94118,                0.92451,                0.46783,                0.83662,                0.94118,                0.92451,                0.76357,                 1.6838,                0.77601,                 1.2888,                 2.2261,              0.0015347,              0.0015347,              0.0015347
                    144,                 1.7896,                 1.1895,                 1.4135,                 2.1375,                0.93262,                0.81473,                0.93737,                0.48834,                0.93262,                0.81473,                0.93737,                0.78322,                 1.6628,                0.73011,                 1.5687,                 2.1604,              0.0015314,              0.0015314,              0.0015314
                    145,                 1.7339,                 1.1424,                 1.3381,                 2.0825,                      1,                0.44424,                0.70465,                0.39746,                      1,                0.44424,                0.70465,                0.56319,                 1.6844,                0.73601,                  2.301,                 2.1628,              0.0015281,              0.0015281,              0.0015281
                    146,                 1.7274,                 1.1848,                 1.3414,                 2.0716,                0.85058,                0.70588,                0.85598,                0.51666,                0.85058,                0.70588,                0.85598,                0.70466,                 1.6946,                0.84147,                 1.7017,                 2.1255,              0.0015248,              0.0015248,              0.0015248
                    147,                 1.6501,                 1.0661,                  1.211,                  2.131,                0.98471,                0.88235,                0.95813,                0.54623,                0.98471,                0.88235,                0.95813,                0.78752,                 1.7654,                0.76025,                 1.1372,                  2.249,              0.0015215,              0.0015215,              0.0015215
                    148,                 1.6488,                  1.273,                 1.2937,                 2.0122,                0.83916,                0.92145,                0.96069,                0.53254,                0.83916,                0.92145,                0.96069,                0.77086,                 1.9992,                0.75119,                 1.4032,                 2.4549,              0.0015182,              0.0015182,              0.0015182
                    149,                 1.5779,                 1.1105,                 1.2164,                 1.9566,                0.88751,                0.92877,                0.97592,                 0.5366,                0.88751,                0.92877,                0.97592,                0.77422,                 2.1246,                0.70543,                 1.3744,                 2.5547,              0.0015149,              0.0015149,              0.0015149
                    150,                 1.5991,                 1.1166,                 1.2309,                 2.0294,                      1,                0.91322,                 0.9875,                 0.6087,                      1,                0.91322,                 0.9875,                0.80119,                 1.9539,                0.73169,                 1.1732,                 2.3139,              0.0015116,              0.0015116,              0.0015116
                    151,                 1.6076,                 1.2525,                 1.2891,                 2.0823,                0.95796,                0.94118,                0.99222,                0.63373,                0.95796,                0.94118,                0.99222,                0.81055,                 1.9497,                0.77491,                 1.3794,                 2.2858,              0.0015083,              0.0015083,              0.0015083
                    152,                 1.4883,                  0.992,                 1.1574,                 2.0362,                0.98578,                      1,                  0.995,                 0.6445,                0.98578,                      1,                  0.995,                0.83206,                 1.6412,                0.76752,                 1.8419,                 2.1472,               0.001505,               0.001505,               0.001505
                    153,                 1.5577,                 1.0934,                  1.124,                 2.0445,                0.96826,                      1,                  0.995,                0.68863,                0.96826,                      1,                  0.995,                0.85721,                 1.4603,                0.70097,                  2.278,                 2.0638,              0.0015017,              0.0015017,              0.0015017
                    154,                 1.5447,                 1.1283,                 1.1596,                 2.0709,                0.97749,                0.94118,                0.98548,                0.63616,                0.97749,                0.94118,                0.98548,                0.81177,                 1.4711,                0.76982,                 2.3982,                 2.0875,              0.0014984,              0.0014984,              0.0014984
                    155,                 1.5461,                 1.1924,                 1.1635,                 2.0998,                0.97749,                0.94118,                0.98548,                0.63616,                0.97749,                0.94118,                0.98548,                0.81177,                 1.4711,                0.76982,                 2.3982,                 2.0875,              0.0014951,              0.0014951,              0.0014951
                    156,                 1.4988,                 1.0067,                 1.1124,                  1.969,                 0.9418,                0.88235,                0.95571,                0.58392,                 0.9418,                0.88235,                0.95571,                0.72177,                 1.5874,                 1.6956,                 2.1143,                 2.1672,              0.0014918,              0.0014918,              0.0014918
                    157,                 1.4874,                 1.0854,                 1.1955,                 2.0469,                0.88105,                0.88235,                0.92795,                0.60201,                0.88105,                0.88235,                0.92795,                0.68476,                 1.6081,                 2.0495,                  1.381,                 2.1406,              0.0014885,              0.0014885,              0.0014885
                    158,                 1.6185,                 1.1988,                 1.2636,                 2.1429,                 0.7865,                 0.8674,                  0.918,                0.59817,                 0.7865,                 0.8674,                  0.918,                0.67792,                 1.7107,                 1.7978,                 1.1171,                  2.182,              0.0014852,              0.0014852,              0.0014852
                    159,                 1.5431,                0.92085,                 1.1752,                 2.0621,                0.72454,                0.92881,                0.92142,                0.57051,                0.72454,                0.92881,                0.92142,                0.67502,                 1.8948,                 1.3474,                  1.108,                 2.2477,              0.0014819,              0.0014819,              0.0014819
                    160,                 1.6052,                 1.0732,                 1.2144,                 2.0921,                0.65642,                0.94118,                0.89433,                0.55634,                0.65642,                0.94118,                0.89433,                0.66089,                 1.9038,                 1.0301,                 1.4937,                 2.2958,              0.0014786,              0.0014786,              0.0014786
                    161,                 1.5813,                 1.0646,                 1.1982,                 2.0296,                0.67386,                0.94118,                 0.8809,                0.56117,                0.67386,                0.94118,                 0.8809,                0.67876,                  1.785,                 0.8324,                 1.4882,                 2.2197,              0.0014753,              0.0014753,              0.0014753
                    162,                 1.6382,                 1.1989,                 1.2925,                 2.1021,                0.65596,                0.94118,                0.82072,                 0.4301,                0.65596,                0.94118,                0.82072,                0.61845,                 2.1124,                0.83604,                 1.3441,                 2.4039,               0.001472,               0.001472,               0.001472
                    163,                 1.5385,                 1.1261,                 1.2003,                 2.0423,                0.73634,                0.94118,                0.87678,                0.42408,                0.73634,                0.94118,                0.87678,                0.65776,                 2.2551,                0.81975,                 1.3276,                 2.4654,              0.0014687,              0.0014687,              0.0014687
                    164,                  1.581,                 1.0471,                 1.1734,                 2.0193,                0.58114,                      1,                0.77065,                0.38006,                0.58114,                      1,                0.80645,                0.59077,                 2.2122,                0.69081,                 1.7008,                 2.4863,              0.0014654,              0.0014654,              0.0014654
                    165,                 1.5126,                 1.0001,                 1.1203,                 1.9451,                0.58264,                0.94118,                0.67973,                0.35123,                0.58264,                0.94118,                0.74064,                0.56839,                 2.0386,                0.67641,                 2.4046,                 2.3822,              0.0014621,              0.0014621,              0.0014621
                    166,                 1.4099,                 1.0307,                 1.0598,                 1.9407,                0.70118,                0.96681,                 0.8843,                0.44264,                0.70118,                0.96681,                 0.8843,                0.72817,                 2.0602,                0.64604,                 1.9535,                 2.4091,              0.0014588,              0.0014588,              0.0014588
                    167,                 1.5759,                 1.0467,                 1.2538,                 2.0879,                      1,                0.98511,                  0.995,                0.60398,                      1,                0.98511,                  0.995,                0.83947,                 1.6209,                0.66601,                 1.2966,                 2.1646,              0.0014555,              0.0014555,              0.0014555
                    168,                 1.4791,                0.99282,                 1.1617,                 1.9308,                      1,                0.99472,                  0.995,                0.63285,                      1,                0.99472,                  0.995,                0.82385,                 1.5645,                0.68495,                0.97169,                 2.1199,              0.0014522,              0.0014522,              0.0014522
                    169,                 1.5257,                 1.0793,                 1.1396,                 1.9301,                0.99623,                      1,                  0.995,                0.62399,                0.99623,                      1,                  0.995,                0.83235,                 1.7215,                0.68222,                0.98494,                  2.198,              0.0014489,              0.0014489,              0.0014489
                    170,                 1.4276,                0.90353,                 1.0756,                 1.8851,                0.98691,                      1,                  0.995,                0.57754,                0.98691,                      1,                  0.995,                0.82612,                  1.898,                0.71031,                 1.4862,                 2.2971,              0.0014456,              0.0014456,              0.0014456
                    171,                 1.4032,                0.96498,                 1.0445,                 1.8926,                0.98691,                      1,                  0.995,                0.57754,                0.98691,                      1,                  0.995,                0.82612,                  1.898,                0.71031,                 1.4862,                 2.2971,              0.0014423,              0.0014423,              0.0014423
                    172,                   1.45,                0.99059,                 1.1568,                 1.8736,                0.93008,                      1,                  0.995,                0.54215,                0.93008,                      1,                  0.995,                0.79777,                 2.0524,                0.76389,                 1.6194,                 2.3796,               0.001439,               0.001439,               0.001439
                    173,                 1.5734,                 1.1316,                 1.2693,                 1.9825,                0.97785,                      1,                  0.995,                0.54442,                0.97785,                      1,                  0.995,                0.78792,                 1.9613,                0.76932,                  1.281,                 2.3184,              0.0014357,              0.0014357,              0.0014357
                    174,                 1.5937,                 1.1964,                 1.1451,                 2.0044,                0.96845,                      1,                  0.995,                0.63399,                0.96845,                      1,                  0.995,                0.80237,                 1.6521,                0.71674,                 1.0117,                 2.1039,              0.0014324,              0.0014324,              0.0014324
                    175,                 1.5966,                 0.8975,                 1.0831,                 1.9907,                0.94672,                      1,                  0.995,                0.59954,                0.94672,                      1,                  0.995,                0.78035,                 1.4459,                0.68988,                0.99211,                  1.991,              0.0014291,              0.0014291,              0.0014291
                    176,                 1.6969,                 1.0381,                 1.1301,                 2.1717,                0.93035,                      1,                0.99222,                0.59938,                0.93035,                      1,                0.99222,                0.78511,                 1.5058,                0.72964,                 1.0088,                 2.0405,              0.0014258,              0.0014258,              0.0014258
                    177,                 1.6203,                 1.1529,                 1.1119,                 2.0737,                0.96943,                      1,                  0.995,                0.67628,                0.96943,                      1,                  0.995,                0.80007,                 1.4774,                0.80197,                 1.0236,                 2.0067,              0.0014225,              0.0014225,              0.0014225
                    178,                 1.5786,                 1.1659,                 1.1482,                 1.9468,                      1,                0.99387,                  0.995,                0.68132,                      1,                0.99387,                  0.995,                0.82477,                 1.5431,                0.81883,                0.99452,                 2.0014,              0.0014192,              0.0014192,              0.0014192
                    179,                 1.5749,                 1.1099,                 1.1322,                 1.9885,                0.99361,                      1,                  0.995,                0.64916,                0.99361,                      1,                  0.995,                 0.8254,                 1.6887,                0.82232,                0.96168,                 2.1013,              0.0014159,              0.0014159,              0.0014159
                    180,                 1.5885,                 1.2165,                 1.0857,                 1.9984,                0.99138,                      1,                  0.995,                0.58686,                0.99138,                      1,                  0.995,                0.83925,                 1.7928,                0.82117,                 1.0142,                 2.2309,              0.0014126,              0.0014126,              0.0014126
                    181,                 1.4729,                 1.0397,                 1.0201,                 1.8313,                0.99457,                      1,                  0.995,                0.51803,                0.99457,                      1,                  0.995,                0.82741,                 1.9592,                0.70567,                 1.0372,                 2.3894,              0.0014093,              0.0014093,              0.0014093
                    182,                 1.4365,                 0.9797,                 1.0187,                 1.8608,                      1,                0.99303,                  0.995,                 0.5353,                      1,                0.99303,                  0.995,                0.80536,                 1.9148,                0.67542,                 1.1546,                 2.4277,               0.001406,               0.001406,               0.001406
                    183,                 1.5648,                0.95175,                 1.0487,                 2.0967,                0.99488,                      1,                  0.995,                0.62984,                0.99488,                      1,                  0.995,                0.82799,                 1.7238,                0.72048,                 1.1481,                 2.1688,              0.0014027,              0.0014027,              0.0014027
                    184,                 1.4811,                 1.1343,                 1.0411,                 1.9588,                0.94306,                      1,                  0.995,                0.63254,                0.94306,                      1,                  0.995,                0.83562,                 1.6781,                0.74573,                 1.2145,                 2.0545,              0.0013994,              0.0013994,              0.0013994
                    185,                  1.509,                 1.0305,                 1.0551,                 2.0014,                 0.9498,                      1,                  0.995,                0.63787,                 0.9498,                      1,                  0.995,                0.83494,                 1.6271,                0.76767,                 1.0501,                 2.0457,              0.0013961,              0.0013961,              0.0013961
                    186,                 1.4882,                 1.1724,                 1.0634,                  1.964,                0.98973,                      1,                  0.995,                0.64457,                0.98973,                      1,                  0.995,                0.80947,                 1.6337,                0.72889,                0.94789,                 2.0848,              0.0013928,              0.0013928,              0.0013928
                    187,                 1.3831,                0.99102,                0.96973,                 1.8921,                0.98973,                      1,                  0.995,                0.64457,                0.98973,                      1,                  0.995,                0.80947,                 1.6337,                0.72889,                0.94789,                 2.0848,              0.0013895,              0.0013895,              0.0013895
                    188,                 1.4747,                 1.0028,                 1.0219,                 1.8552,                0.99334,                      1,                  0.995,                0.60311,                0.99334,                      1,                  0.995,                0.82185,                 1.6537,                0.75598,                 1.2503,                 2.0503,              0.0013862,              0.0013862,              0.0013862
                    189,                 1.5228,                 1.1461,                 1.0812,                  1.884,                0.99477,                      1,                  0.995,                0.57313,                0.99477,                      1,                  0.995,                0.81829,                  1.774,                0.77106,                 1.1343,                 2.1045,              0.0013829,              0.0013829,              0.0013829
                    190,                 1.4304,                 1.1012,                 1.0685,                 1.8808,                0.99366,                      1,                  0.995,                0.51403,                0.99366,                      1,                  0.995,                0.79218,                 1.8192,                0.71589,                 1.0894,                  2.099,              0.0013796,              0.0013796,              0.0013796
                    191,                 1.5105,                 1.1829,                  1.084,                 1.9721,                0.98943,                      1,                  0.995,                0.54855,                0.98943,                      1,                  0.995,                0.79462,                 1.6086,                0.69239,                 1.1872,                 1.9791,              0.0013763,              0.0013763,              0.0013763
                    192,                 1.3343,                 1.1255,                0.99128,                 1.8592,                0.98964,                      1,                  0.995,                0.62306,                0.98964,                      1,                  0.995,                0.84254,                 1.2595,                0.71298,                 1.2439,                  1.848,               0.001373,               0.001373,               0.001373
                    193,                  1.398,                 1.0987,                 1.0126,                 1.8363,                0.98266,                      1,                  0.995,                0.61753,                0.98266,                      1,                  0.995,                0.83583,                  1.244,                 0.7688,                 1.2611,                 1.9794,              0.0013697,              0.0013697,              0.0013697
                    194,                 1.4194,                   1.07,                 1.0617,                 1.8659,                0.98612,                      1,                  0.995,                 0.5798,                0.98612,                      1,                  0.995,                0.78901,                 1.3454,                0.89091,                 1.3938,                 2.1192,              0.0013664,              0.0013664,              0.0013664
                    195,                 1.4271,                 1.1027,                 1.0497,                 1.9194,                0.99136,                      1,                  0.995,                0.57206,                0.99136,                      1,                  0.995,                0.78326,                 1.3698,                0.97293,                 1.5457,                  2.062,              0.0013631,              0.0013631,              0.0013631
                    196,                 1.3647,                 1.0793,                 1.0609,                 1.8252,                0.91865,                      1,                0.98556,                0.62606,                0.91865,                      1,                0.98556,                0.80432,                 1.2214,                0.78395,                 1.9379,                 1.8627,              0.0013598,              0.0013598,              0.0013598
                    197,                 1.3726,                 1.0215,                0.97778,                 1.8598,                0.88549,                 0.9106,                0.97506,                0.70324,                0.88549,                 0.9106,                0.97506,                0.81103,                 1.2208,                0.70376,                 2.2782,                  1.781,              0.0013565,              0.0013565,              0.0013565
