0.000014305,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.010014772,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.020020962,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.030022621,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.040023804,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.050025225,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.060026884,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.070027590,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.080028057,-0.039420940,0.000104553,0.065799952,-4.973481068,-0.018633359,8.445090256
0.090029240,-0.039391846,0.000100878,0.065588085,-4.973418289,-0.022711826,8.445142639
0.100030422,-0.039279376,0.000083337,0.065915507,-4.972950702,-0.030221114,8.445387185
0.110031843,-0.039198710,0.000039280,0.066731898,-4.989464363,-0.005813684,8.443331408
0.120032787,-0.039176910,0.000060177,0.068120251,-4.972575896,-0.009446115,8.445305546
0.130033731,-0.039171442,0.000058755,0.068265460,-4.972483800,-0.009112106,8.445378335
0.140034914,-0.039148095,0.000055683,0.069205840,-4.972361779,0.000118225,8.445379547
0.150035143,-0.039148095,0.000055683,0.069205840,-4.972361779,0.000118225,8.445379547
0.160035610,-0.039149343,0.000056565,0.069369722,-4.972402308,0.004555622,8.445339774
0.170037508,-0.039169166,0.000059367,0.069324735,-4.972525558,0.011255489,8.445235777
0.180038929,-0.039224456,0.000063406,0.068849368,-4.972789896,0.016307637,8.445062066
0.190040350,-0.039259417,0.000064592,0.068538072,-4.972963507,0.016713097,8.444970852
0.200042248,-0.039301725,0.000064386,0.068170764,-4.973182408,0.015174247,8.444869535
0.210042238,-0.039334939,0.000062033,0.067879188,-4.973359703,0.012143894,8.444799570
0.220043898,-0.039343149,0.000060775,0.067802242,-4.973423015,0.010563450,8.444777513
0.230045557,-0.039349732,0.000059293,0.067735923,-4.973469244,0.009147166,8.444763288
0.240045786,-0.039357732,0.000049815,0.067566096,-4.973596382,0.002373650,8.444742316
0.250046015,-0.039357732,0.000049815,0.067566096,-4.973596382,0.002373650,8.444742316
0.260047674,-0.035558616,0.002127477,-0.075160786,-4.930859915,-3.307516486,8.481184756
0.270049095,-0.035558616,0.002127477,-0.075160786,-4.930859915,-3.307516486,8.481184756
0.280051231,-0.035558616,0.002127477,-0.075160786,-4.930859915,-3.307516486,8.481184756
0.290051937,-0.035558616,0.002127477,-0.075160786,-4.930859915,-3.307516486,8.481184756
0.300053835,0.009340057,-0.000389025,-0.035961122,-4.742001499,-3.277981701,8.502564473
0.310053825,0.009340057,-0.000389025,-0.035961122,-4.742001499,-3.277981701,8.502564473
0.320055723,0.011433008,-0.000390752,-0.015423925,-4.754031507,-3.068060525,8.500718469
0.330057383,0.021236811,-0.000625690,0.102838717,-4.873285819,-1.268784953,8.482681670
0.340058804,0.022475602,-0.000804071,0.123357200,-4.900542937,-0.725235033,8.478244658
0.350059748,0.022475602,-0.000804071,0.123357200,-4.900542937,-0.725235033,8.478244658
0.360061407,0.016145377,-0.001184417,0.119377947,-4.890479285,1.704712986,8.471682231
0.370061874,0.016145377,-0.001184417,0.119377947,-4.890479285,1.704712986,8.471682231
0.380063534,0.016145377,-0.001184417,0.119377947,-4.890479285,1.704712986,8.471682231
0.390064716,0.004663387,-0.000242521,0.053204398,-4.844548363,2.019482812,8.476180251
0.400067806,-0.000655347,0.000240882,0.019983022,-4.843405401,1.877557144,8.477632684
0.410068989,-0.004010923,0.000533997,-0.002080857,-4.851137924,1.654088784,8.478739989
0.420069456,-0.008668324,0.000897557,-0.035356191,-4.872938424,1.146620692,8.480567792
0.430070639,-0.010356877,0.000998479,-0.049251563,-4.885844327,0.821894154,8.481707503
0.440074682,-0.011045545,0.001024921,-0.055823268,-4.892746198,0.622244669,8.482455522
0.450074673,-0.011476675,0.000912615,-0.068509471,-4.908579753,-0.134591345,8.485904800
0.460075378,-0.010891362,0.000817244,-0.068121200,-4.909258662,-0.349916106,8.487143376
0.470076323,-0.009483979,0.000644185,-0.063798479,-4.906934389,-0.619736653,8.488916071
