0.000008821,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.010009527,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.020010233,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.030011415,-0.039213417,0.000158097,0.067837644,-4.962522723,-0.014047176,8.449015014
0.040012836,-0.039365556,0.000031942,0.066906991,-4.974377922,-0.023785358,8.442992270
0.050013065,-0.039365556,0.000031942,0.066906991,-4.974377922,-0.023785358,8.442992270
0.060014725,-0.039181166,0.000050830,0.065117705,-4.966858149,-0.040515677,8.448472073
0.070015669,-0.039130131,0.000019979,0.065236842,-4.968501796,-0.046875208,8.447613198
0.080015659,-0.039213086,-0.000086431,0.066044769,-4.967431398,-0.017488021,8.449192697
0.090017557,-0.039213086,-0.000086431,0.066044769,-4.967431398,-0.017488021,8.449192697
0.100018263,-0.039213086,-0.000086431,0.066044769,-4.967431398,-0.017488021,8.449192697
0.110018253,-0.039213086,-0.000086431,0.066044769,-4.967431398,-0.017488021,8.449192697
0.120020151,-0.039154222,-0.000069709,0.070298694,-4.973182137,-0.005920542,8.444501611
0.130021572,-0.039150149,-0.000025551,0.070780745,-4.966322701,0.007003955,8.448158628
0.140022278,-0.039150149,-0.000025551,0.070780745,-4.966322701,0.007003955,8.448158628
0.150023937,-0.039292792,0.000032716,0.069355083,-4.966756544,0.017673378,8.448107244
0.160023928,-0.039292792,0.000032716,0.069355083,-4.966756544,0.017673378,8.448107244
0.170025349,-0.039292792,0.000032716,0.069355083,-4.966756544,0.017673378,8.448107244
0.180027008,-0.039403835,-0.000033775,0.068931765,-4.972075983,0.017220261,8.444977760
0.190026999,-0.039369061,0.000026915,0.068795658,-4.965551168,0.030734146,8.449083510
0.200027704,-0.039325467,-0.000077373,0.064932397,-4.972020512,-0.021117042,8.445954608
0.210029364,-0.039296531,-0.000060066,0.065101730,-4.967916948,-0.017244203,8.448480781
0.220029593,-0.039209279,-0.000012999,0.065186199,-4.965083853,-0.025407728,8.450034673
