0.000001907,-12.327150728,6.408470274,24.163340795,0.211514260,0.485052425,-0.122172405,0.839678371
0.010000944,-12.327150728,6.408470274,24.163340795,0.211514260,0.485052425,-0.122172405,0.839678371
0.020001411,-12.296054695,6.467480002,24.163485286,0.213426209,0.484781503,-0.123207725,0.839199621
0.030000925,-12.275886157,6.505817948,24.163444369,0.214548362,0.484675290,-0.123630518,0.838912605
0.040001392,-12.274201561,6.508926670,24.163445112,0.214654595,0.484684216,-0.123653919,0.838876823
0.050001621,-12.274201561,6.508926670,24.163445112,0.214654595,0.484684216,-0.123653919,0.838876823
0.060002089,-12.272489854,6.512107478,24.163447063,0.214778354,0.484677009,-0.123716664,0.838840058
0.070002556,-12.243903561,6.565688433,24.163466357,0.216653497,0.484367457,-0.124878117,0.838364411
0.080386639,-12.218331502,6.613050341,24.163489850,0.218435540,0.484064417,-0.126072341,0.837898156
0.090385914,-12.204501807,6.638497008,24.163505332,0.219381633,0.483896269,-0.126708973,0.837652038
0.100386143,-12.202752841,6.641673695,24.163505820,0.219493717,0.483891022,-0.126757550,0.837618356
0.110386133,-12.202752841,6.641673695,24.163505820,0.219493717,0.483891022,-0.126757550,0.837618356
0.120386124,-12.169198988,6.702859490,24.163554738,0.221583213,0.483553809,-0.127985885,0.837075986
0.130538940,-12.167444357,6.706042189,24.163556643,0.221666427,0.483546405,-0.128010310,0.837054496
0.140538692,-12.167444357,6.706042189,24.163556643,0.221666427,0.483546405,-0.128010310,0.837054496
0.150538445,-12.160232636,6.718994836,24.163568464,0.222157016,0.483488246,-0.128297051,0.836914119
0.160538435,-12.136741845,6.761200847,24.163605642,0.223606501,0.483270562,-0.129126127,0.836526234
0.170776844,-12.101019258,6.824776830,24.163681804,0.225522095,0.483021052,-0.129977114,0.836024161
0.180776834,-12.092165342,6.840401740,24.163688940,0.226064973,0.482948231,-0.130271934,0.835873709
0.190777063,-12.083350864,6.855885718,24.163693548,0.226615124,0.482882105,-0.130569785,0.835716453
0.200777054,-12.083350864,6.855885718,24.163693548,0.226615124,0.482882105,-0.130569785,0.835716453
0.210977077,-12.069241740,6.880704163,24.163702722,0.227510729,0.482714934,-0.131153660,0.835478234
0.220976830,-12.033467355,6.942951066,24.163734226,0.229861679,0.482294971,-0.132717076,0.834830131
0.230976820,-12.029836088,6.949212506,24.163738114,0.230101329,0.482256368,-0.132871415,0.834761859
0.240976810,-12.029836088,6.949212506,24.163738114,0.230101329,0.482256368,-0.132871415,0.834761859
0.250976801,-11.998583878,7.002861042,24.163777395,0.231986483,0.481968619,-0.133957053,0.834232599
0.261150837,-11.996686013,7.006105938,24.163781104,0.232125770,0.481936602,-0.134067396,0.834194625
0.271150112,-11.992937011,7.012557057,24.163787425,0.232335686,0.481884996,-0.134204337,0.834143978
