                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    140,                 1.2313,                0.90086,                 1.0812,                0.97556,                      1,                  0.995,                0.63842,                 1.4821,                0.97709,                0.89441,              0.0015446,              0.0015446,              0.0015446
                    141,                 1.1957,                0.89626,                  1.083,                0.97556,                      1,                  0.995,                0.63842,                 1.4821,                0.97709,                0.89441,              0.0015413,              0.0015413,              0.0015413
                    142,                 1.3095,                 1.0491,                  1.192,                0.97556,                      1,                  0.995,                0.63842,                 1.4821,                0.97709,                0.89441,               0.001538,               0.001538,               0.001538
                    143,                 1.3001,                0.95098,                 1.1332,                0.97709,                      1,                  0.995,                  0.597,                 1.4468,                0.93213,                0.88453,              0.0015347,              0.0015347,              0.0015347
                    144,                 1.2024,                0.81637,                  1.058,                0.97709,                      1,                  0.995,                  0.597,                 1.4468,                0.93213,                0.88453,              0.0015314,              0.0015314,              0.0015314
                    145,                 1.1426,                0.76431,                 1.0739,                0.97604,                      1,                  0.995,                0.62309,                 1.3814,                0.88868,                0.89065,              0.0015281,              0.0015281,              0.0015281
                    146,                 1.0798,                0.87094,                 1.0977,                0.97604,                      1,                  0.995,                0.62309,                 1.3814,                0.88868,                0.89065,              0.0015248,              0.0015248,              0.0015248
                    147,                 1.2198,                0.78102,                 1.0355,                0.97604,                      1,                  0.995,                0.62309,                 1.3814,                0.88868,                0.89065,              0.0015215,              0.0015215,              0.0015215
                    148,                 1.3034,                 1.0138,                 1.1132,                0.97498,                      1,                  0.995,                0.62296,                 1.3548,                 0.8778,                0.88065,              0.0015182,              0.0015182,              0.0015182
                    149,                 1.1936,                0.82019,                 1.0777,                0.97498,                      1,                  0.995,                0.62296,                 1.3548,                 0.8778,                0.88065,              0.0015149,              0.0015149,              0.0015149
                    150,                 1.0571,                0.72665,                 1.0307,                0.97498,                      1,                  0.995,                0.62296,                 1.3548,                 0.8778,                0.88065,              0.0015116,              0.0015116,              0.0015116
                    151,                 1.2706,                0.89312,                 1.0821,                0.97513,                      1,                  0.995,                  0.597,                 1.4351,                0.88476,                0.89202,              0.0015083,              0.0015083,              0.0015083
                    152,                 1.3017,                0.87029,                 1.1773,                0.97513,                      1,                  0.995,                  0.597,                 1.4351,                0.88476,                0.89202,               0.001505,               0.001505,               0.001505
                    153,                  1.127,                0.79114,                 1.0071,                0.97784,                      1,                  0.995,                0.64738,                 1.5626,                0.90634,                0.92022,              0.0015017,              0.0015017,              0.0015017
                    154,                 1.2444,                0.94177,                 1.1099,                0.97784,                      1,                  0.995,                0.64738,                 1.5626,                0.90634,                0.92022,              0.0014984,              0.0014984,              0.0014984
                    155,                 1.1034,                 0.8184,                 1.0314,                0.97784,                      1,                  0.995,                0.64738,                 1.5626,                0.90634,                0.92022,              0.0014951,              0.0014951,              0.0014951
                    156,                 1.2186,                0.89123,                 1.0444,                0.97787,                      1,                  0.995,                0.56832,                 1.6935,                0.96923,                0.95513,              0.0014918,              0.0014918,              0.0014918
                    157,                 1.2812,                0.96436,                  1.076,                0.97787,                      1,                  0.995,                0.56832,                 1.6935,                0.96923,                0.95513,              0.0014885,              0.0014885,              0.0014885
                    158,                 1.2635,                  0.783,                 1.0528,                0.97787,                      1,                  0.995,                0.56832,                 1.6935,                0.96923,                0.95513,              0.0014852,              0.0014852,              0.0014852
                    159,                 1.2821,                0.84637,                 1.0267,                0.97575,                      1,                  0.995,                0.53348,                 1.7028,                 0.9868,                 1.0098,              0.0014819,              0.0014819,              0.0014819
                    160,                 1.2001,                0.84705,                 1.0751,                0.97575,                      1,                  0.995,                0.53348,                 1.7028,                 0.9868,                 1.0098,              0.0014786,              0.0014786,              0.0014786
                    161,                 1.2766,                0.77321,                 1.0233,                0.96893,                      1,                  0.995,                0.58629,                 1.5491,                 1.0019,                 1.0327,              0.0014753,              0.0014753,              0.0014753
                    162,                 1.3199,                 1.0128,                 1.1665,                0.96893,                      1,                  0.995,                0.58629,                 1.5491,                 1.0019,                 1.0327,               0.001472,               0.001472,               0.001472
                    163,                 1.2491,                0.79391,                 1.0388,                0.96893,                      1,                  0.995,                0.58629,                 1.5491,                 1.0019,                 1.0327,              0.0014687,              0.0014687,              0.0014687
                    164,                 1.3911,                0.83571,                 1.0547,                0.96029,                      1,                  0.995,                0.70036,                 1.0685,                0.85441,                0.94916,              0.0014654,              0.0014654,              0.0014654
                    165,                 1.2676,                0.97863,                 1.0622,                0.96029,                      1,                  0.995,                0.70036,                 1.0685,                0.85441,                0.94916,              0.0014621,              0.0014621,              0.0014621
                    166,                  1.255,                0.81622,                 1.0595,                0.96029,                      1,                  0.995,                0.70036,                 1.0685,                0.85441,                0.94916,              0.0014588,              0.0014588,              0.0014588
                    167,                 1.4232,                0.85985,                 1.0943,                0.95555,                      1,                  0.995,                0.74975,                0.88141,                0.79841,                0.92757,              0.0014555,              0.0014555,              0.0014555
                    168,                   1.34,                 1.0441,                 1.0983,                0.95555,                      1,                  0.995,                0.74975,                0.88141,                0.79841,                0.92757,              0.0014522,              0.0014522,              0.0014522
                    169,                 1.4928,                0.90863,                 1.0608,                0.94252,                      1,                  0.995,                0.74721,                0.93279,                0.82712,                0.89607,              0.0014489,              0.0014489,              0.0014489
                    170,                 1.4876,                 1.0218,                 1.1388,                0.94252,                      1,                  0.995,                0.74721,                0.93279,                0.82712,                0.89607,              0.0014456,              0.0014456,              0.0014456
                    171,                 1.4026,                0.84349,                 1.1144,                0.94252,                      1,                  0.995,                0.74721,                0.93279,                0.82712,                0.89607,              0.0014423,              0.0014423,              0.0014423
                    172,                  1.526,                 1.0115,                 1.1077,                0.89651,                      1,                  0.995,                0.74716,                0.98944,                 0.8733,                0.86633,               0.001439,               0.001439,               0.001439
                    173,                  1.507,                 1.0167,                 1.2191,                0.89651,                      1,                  0.995,                0.74716,                0.98944,                 0.8733,                0.86633,              0.0014357,              0.0014357,              0.0014357
                    174,                 1.3677,                0.88556,                 1.1018,                0.89651,                      1,                  0.995,                0.74716,                0.98944,                 0.8733,                0.86633,              0.0014324,              0.0014324,              0.0014324
                    175,                 1.5624,                0.90343,                 1.1368,                0.91605,                      1,                  0.995,                 0.6965,                 1.1648,                0.92497,                0.89161,              0.0014291,              0.0014291,              0.0014291
                    176,                 1.2797,                0.99485,                 1.0679,                0.91605,                      1,                  0.995,                 0.6965,                 1.1648,                0.92497,                0.89161,              0.0014258,              0.0014258,              0.0014258
                    177,                 1.1166,                0.84009,                 1.0735,                0.92131,                      1,                  0.995,                 0.6965,                 1.2931,                0.90847,                0.94103,              0.0014225,              0.0014225,              0.0014225
                    178,                  1.249,                0.98129,                 1.0498,                0.92131,                      1,                  0.995,                 0.6965,                 1.2931,                0.90847,                0.94103,              0.0014192,              0.0014192,              0.0014192
                    179,                 1.0683,                0.83785,                 1.0434,                0.92131,                      1,                  0.995,                 0.6965,                 1.2931,                0.90847,                0.94103,              0.0014159,              0.0014159,              0.0014159
                    180,                 1.3495,                 1.0429,                 1.1693,                0.92607,                      1,                  0.995,                0.64792,                 1.3812,                0.90588,                0.97813,              0.0014126,              0.0014126,              0.0014126
                    181,                 1.2779,                0.87357,                 1.0631,                0.92607,                      1,                  0.995,                0.64792,                 1.3812,                0.90588,                0.97813,              0.0014093,              0.0014093,              0.0014093
                    182,                 1.4099,                0.94269,                 1.1172,                0.92607,                      1,                  0.995,                0.64792,                 1.3812,                0.90588,                0.97813,               0.001406,               0.001406,               0.001406
                    183,                 1.1643,                0.78763,                 1.0531,                0.94179,                      1,                  0.995,                0.64744,                 1.3152,                0.94601,                0.94649,              0.0014027,              0.0014027,              0.0014027
                    184,                 1.1945,                0.87433,                 1.0766,                0.94179,                      1,                  0.995,                0.64744,                 1.3152,                0.94601,                0.94649,              0.0013994,              0.0013994,              0.0013994
                    185,                 1.1986,                0.91118,                 1.1155,                0.95131,                      1,                  0.995,                0.74776,                 1.1886,                 1.0342,                0.89861,              0.0013961,              0.0013961,              0.0013961
                    186,                 1.2256,                0.88166,                 1.0648,                0.95131,                      1,                  0.995,                0.74776,                 1.1886,                 1.0342,                0.89861,              0.0013928,              0.0013928,              0.0013928
                    187,                 1.1662,                0.95967,                  1.079,                0.95131,                      1,                  0.995,                0.74776,                 1.1886,                 1.0342,                0.89861,              0.0013895,              0.0013895,              0.0013895
                    188,                 1.1829,                0.95252,                 1.0563,                0.95707,                      1,                  0.995,                0.64742,                 1.2906,                 1.1153,                0.87422,              0.0013862,              0.0013862,              0.0013862
                    189,                 1.1486,                0.80899,                 1.0442,                0.95707,                      1,                  0.995,                0.64742,                 1.2906,                 1.1153,                0.87422,              0.0013829,              0.0013829,              0.0013829
                    190,                 1.1365,                0.81918,                 1.0822,                0.95707,                      1,                  0.995,                0.64742,                 1.2906,                 1.1153,                0.87422,              0.0013796,              0.0013796,              0.0013796
                    191,                  1.162,                0.84063,                 1.0463,                0.95798,                      1,                  0.995,                0.64007,                 1.4518,                 1.2205,                0.89879,              0.0013763,              0.0013763,              0.0013763
                    192,                 1.1535,                0.76816,                 1.0913,                0.95798,                      1,                  0.995,                0.64007,                 1.4518,                 1.2205,                0.89879,               0.001373,               0.001373,               0.001373
                    193,                  1.258,                0.97021,                 1.0843,                0.96489,                      1,                  0.995,                0.64882,                  1.551,                 1.1413,                0.90116,              0.0013697,              0.0013697,              0.0013697
                    194,                 1.1916,                0.91777,                 1.0412,                0.96489,                      1,                  0.995,                0.64882,                  1.551,                 1.1413,                0.90116,              0.0013664,              0.0013664,              0.0013664
                    195,                 1.1496,                0.84736,                 1.0842,                0.96489,                      1,                  0.995,                0.64882,                  1.551,                 1.1413,                0.90116,              0.0013631,              0.0013631,              0.0013631
                    196,                 1.1254,                0.81118,                 1.0819,                0.97079,                      1,                  0.995,                  0.597,                 1.7274,                0.97233,                0.91397,              0.0013598,              0.0013598,              0.0013598
                    197,                 1.3047,                0.84627,                 1.1003,                0.97079,                      1,                  0.995,                  0.597,                 1.7274,                0.97233,                0.91397,              0.0013565,              0.0013565,              0.0013565
                    198,                 1.1839,                0.90646,                 1.1081,                0.97079,                      1,                  0.995,                  0.597,                 1.7274,                0.97233,                0.91397,              0.0013532,              0.0013532,              0.0013532
                    199,                 1.2334,                0.76736,                0.99901,                 0.9728,                      1,                  0.995,                  0.597,                 1.6482,                 1.0238,                0.91253,              0.0013499,              0.0013499,              0.0013499
                    200,                 1.1279,                0.77386,                 1.0105,                 0.9728,                      1,                  0.995,                  0.597,                 1.6482,                 1.0238,                0.91253,              0.0013466,              0.0013466,              0.0013466
                    201,                 1.1214,                0.81122,                 1.0749,                0.97304,                      1,                  0.995,                 0.6965,                 1.3387,                 1.0252,                0.87905,              0.0013433,              0.0013433,              0.0013433
                    202,                 1.1761,                0.80686,                 1.1504,                0.97304,                      1,                  0.995,                 0.6965,                 1.3387,                 1.0252,                0.87905,                0.00134,                0.00134,                0.00134
                    203,                 1.1176,                 0.7839,                0.94806,                0.97304,                      1,                  0.995,                 0.6965,                 1.3387,                 1.0252,                0.87905,              0.0013367,              0.0013367,              0.0013367
                    204,                 1.0494,                0.66716,                 0.9945,                0.97222,                      1,                  0.995,                0.82203,                0.96364,                0.86465,                0.83809,              0.0013334,              0.0013334,              0.0013334
                    205,                 1.0823,                0.67834,                 1.0376,                0.97222,                      1,                  0.995,                0.82203,                0.96364,                0.86465,                0.83809,              0.0013301,              0.0013301,              0.0013301
                    206,                 1.1609,                0.79021,                 1.0849,                0.97222,                      1,                  0.995,                0.82203,                0.96364,                0.86465,                0.83809,              0.0013268,              0.0013268,              0.0013268
                    207,                 1.2214,                0.83132,                 1.0694,                0.97396,                      1,                  0.995,                 0.8955,                0.70709,                0.58339,                0.80178,              0.0013235,              0.0013235,              0.0013235
                    208,                 1.1977,                0.80947,                 1.0718,                0.97396,                      1,                  0.995,                 0.8955,                0.70709,                0.58339,                0.80178,              0.0013202,              0.0013202,              0.0013202
                    209,                 1.1976,                0.79403,                 1.0957,                0.97552,                      1,                  0.995,                 0.8955,                0.61602,                 0.5842,                0.77721,              0.0013169,              0.0013169,              0.0013169
                    210,                 1.4066,                0.88571,                  1.212,                0.97552,                      1,                  0.995,                 0.8955,                0.61602,                 0.5842,                0.77721,              0.0013136,              0.0013136,              0.0013136
                    211,                 1.1723,                0.79359,                 1.0474,                0.97552,                      1,                  0.995,                 0.8955,                0.61602,                 0.5842,                0.77721,              0.0013103,              0.0013103,              0.0013103
                    212,                 1.2757,                0.83451,                 1.0819,                0.97529,                      1,                  0.995,                 0.8955,                0.68601,                0.56347,                0.76294,               0.001307,               0.001307,               0.001307
                    213,                 1.2559,                0.79112,                 1.0329,                0.97529,                      1,                  0.995,                 0.8955,                0.68601,                0.56347,                0.76294,              0.0013037,              0.0013037,              0.0013037
                    214,                 1.2038,                 0.8352,                 1.0352,                0.97529,                      1,                  0.995,                 0.8955,                0.68601,                0.56347,                0.76294,              0.0013004,              0.0013004,              0.0013004
                    215,                 1.1481,                0.73292,                 1.0146,                0.97554,                      1,                  0.995,                  0.796,                0.78341,                0.51886,                0.76624,              0.0012971,              0.0012971,              0.0012971
                    216,                 1.2622,                0.85079,                 1.1033,                0.97554,                      1,                  0.995,                  0.796,                0.78341,                0.51886,                0.76624,              0.0012938,              0.0012938,              0.0012938
                    217,                 1.1327,                0.69851,                0.97455,                0.97549,                      1,                  0.995,                  0.796,                0.86923,                0.52942,                0.76396,              0.0012905,              0.0012905,              0.0012905
                    218,                 1.2532,                0.85793,                 1.0505,                0.97549,                      1,                  0.995,                  0.796,                0.86923,                0.52942,                0.76396,              0.0012872,              0.0012872,              0.0012872
                    219,                 1.1803,                 0.8859,                 1.0316,                0.97549,                      1,                  0.995,                  0.796,                0.86923,                0.52942,                0.76396,              0.0012839,              0.0012839,              0.0012839
                    220,                 1.1057,                0.78518,                0.96956,                0.97371,                      1,                  0.995,                  0.796,                0.88461,                0.54436,                0.76079,              0.0012806,              0.0012806,              0.0012806
                    221,                 1.0989,                0.69695,                 1.0682,                0.97371,                      1,                  0.995,                  0.796,                0.88461,                0.54436,                0.76079,              0.0012773,              0.0012773,              0.0012773
                    222,                 1.1206,                0.74215,                  1.054,                0.97371,                      1,                  0.995,                  0.796,                0.88461,                0.54436,                0.76079,               0.001274,               0.001274,               0.001274
                    223,                 1.1906,                0.76191,                  1.101,                0.97087,                      1,                  0.995,                0.74685,                0.90784,                0.59539,                0.77664,              0.0012707,              0.0012707,              0.0012707
                    224,                 1.1595,                0.77978,                 1.0003,                0.97087,                      1,                  0.995,                0.74685,                0.90784,                0.59539,                0.77664,              0.0012674,              0.0012674,              0.0012674
                    225,                 1.1507,                0.69514,                 1.0373,                0.95667,                      1,                  0.995,                  0.796,                0.88102,                0.64186,                0.80287,              0.0012641,              0.0012641,              0.0012641
                    226,                 1.1161,                0.89666,                 1.0154,                0.95667,                      1,                  0.995,                  0.796,                0.88102,                0.64186,                0.80287,              0.0012608,              0.0012608,              0.0012608
                    227,                 1.1727,                0.74859,                 1.0309,                0.95667,                      1,                  0.995,                  0.796,                0.88102,                0.64186,                0.80287,              0.0012575,              0.0012575,              0.0012575
                    228,                 1.1037,                0.82735,                 1.0797,                0.94148,                      1,                  0.995,                0.89621,                0.74035,                0.79075,                0.78333,              0.0012542,              0.0012542,              0.0012542
                    229,                 1.0275,                0.83673,                 1.0041,                0.94148,                      1,                  0.995,                0.89621,                0.74035,                0.79075,                0.78333,              0.0012509,              0.0012509,              0.0012509
                    230,                 1.0347,                0.75565,                 1.0467,                0.94148,                      1,                  0.995,                0.89621,                0.74035,                0.79075,                0.78333,              0.0012476,              0.0012476,              0.0012476
                    231,                0.98425,                0.68395,                 1.0012,                0.93227,                      1,                  0.995,                0.84614,                0.77822,                0.75195,                0.78426,              0.0012443,              0.0012443,              0.0012443
                    232,                 1.1837,                0.85618,                 1.0392,                0.93227,                      1,                  0.995,                0.84614,                0.77822,                0.75195,                0.78426,               0.001241,               0.001241,               0.001241
                    233,                 1.0567,                0.76176,                 0.9254,                0.93603,                      1,                  0.995,                  0.796,                0.82809,                0.74999,                0.78866,              0.0012377,              0.0012377,              0.0012377
                    234,                0.95732,                0.72467,                0.96354,                0.93603,                      1,                  0.995,                  0.796,                0.82809,                0.74999,                0.78866,              0.0012344,              0.0012344,              0.0012344
                    235,                0.97118,                  0.771,                0.95239,                0.93603,                      1,                  0.995,                  0.796,                0.82809,                0.74999,                0.78866,              0.0012311,              0.0012311,              0.0012311
                    236,                  1.205,                0.92988,                 1.0608,                0.93868,                      1,                  0.995,                0.82152,                0.83431,                0.81229,                0.77615,              0.0012278,              0.0012278,              0.0012278
                    237,                 1.1205,                  0.764,                 1.0301,                0.93868,                      1,                  0.995,                0.82152,                0.83431,                0.81229,                0.77615,              0.0012245,              0.0012245,              0.0012245
                    238,                 1.0547,                0.70836,                0.94777,                0.93868,                      1,                  0.995,                0.82152,                0.83431,                0.81229,                0.77615,              0.0012212,              0.0012212,              0.0012212
                    239,                 1.0937,                0.79236,                 1.0767,                0.95192,                      1,                  0.995,                0.82186,                0.89994,                0.78635,                0.77286,              0.0012179,              0.0012179,              0.0012179
                    240,                 1.1353,                0.71523,                  1.062,                0.95192,                      1,                  0.995,                0.82186,                0.89994,                0.78635,                0.77286,              0.0012146,              0.0012146,              0.0012146
                    241,                 1.0182,                0.80155,                 1.0564,                 0.9622,                      1,                  0.995,                0.82203,                0.99796,                0.77608,                0.76606,              0.0012113,              0.0012113,              0.0012113
                    242,                 1.0311,                0.71052,                0.99211,                 0.9622,                      1,                  0.995,                0.82203,                0.99796,                0.77608,                0.76606,               0.001208,               0.001208,               0.001208
                    243,                 1.0892,                0.68601,                  1.041,                 0.9622,                      1,                  0.995,                0.82203,                0.99796,                0.77608,                0.76606,              0.0012047,              0.0012047,              0.0012047
                    244,                0.99103,                 0.7263,                 0.9425,                0.96955,                      1,                  0.995,                0.72267,                 1.2225,                0.86597,                0.79556,              0.0012014,              0.0012014,              0.0012014
                    245,                0.99667,                0.74312,                0.96195,                0.96955,                      1,                  0.995,                0.72267,                 1.2225,                0.86597,                0.79556,              0.0011981,              0.0011981,              0.0011981
                    246,                 1.0981,                0.78394,                 1.0723,                0.96955,                      1,                  0.995,                0.72267,                 1.2225,                0.86597,                0.79556,              0.0011948,              0.0011948,              0.0011948
                    247,                 1.0043,                0.72201,                0.98908,                0.97529,                      1,                  0.995,                0.64846,                 1.5569,                 1.0916,                0.89862,              0.0011915,              0.0011915,              0.0011915
                    248,                 1.0496,                0.75847,                0.99912,                0.97529,                      1,                  0.995,                0.64846,                 1.5569,                 1.0916,                0.89862,              0.0011882,              0.0011882,              0.0011882
                    249,                 1.0149,                0.66045,                0.99735,                 0.9783,                      1,                  0.995,                  0.597,                 1.6641,                  1.284,                 0.9781,              0.0011849,              0.0011849,              0.0011849
                    250,                0.95259,                0.68917,                 1.0128,                 0.9783,                      1,                  0.995,                  0.597,                 1.6641,                  1.284,                 0.9781,              0.0011816,              0.0011816,              0.0011816
                    251,                 1.0094,                  0.664,                 1.0595,                 0.9783,                      1,                  0.995,                  0.597,                 1.6641,                  1.284,                 0.9781,              0.0011783,              0.0011783,              0.0011783
                    252,                 1.1216,                0.74422,                  1.013,                0.97935,                      1,                  0.995,                  0.597,                 1.7152,                 1.3249,                 1.0171,               0.001175,               0.001175,               0.001175
                    253,                  1.019,                0.82753,                 1.0047,                0.97935,                      1,                  0.995,                  0.597,                 1.7152,                 1.3249,                 1.0171,              0.0011717,              0.0011717,              0.0011717
                    254,                 1.0186,                 0.7545,                0.96457,                0.97935,                      1,                  0.995,                  0.597,                 1.7152,                 1.3249,                 1.0171,              0.0011684,              0.0011684,              0.0011684
                    255,                 1.1058,                0.74565,                  1.055,                0.97939,                      1,                  0.995,                0.54788,                 1.7543,                 1.3732,                 1.0437,              0.0011651,              0.0011651,              0.0011651
                    256,                 1.1976,                0.77347,                   1.06,                0.97939,                      1,                  0.995,                0.54788,                 1.7543,                 1.3732,                 1.0437,              0.0011618,              0.0011618,              0.0011618
                    257,                 1.0727,                0.75059,                 1.0351,                0.97933,                      1,                  0.995,                0.64704,                 1.6943,                 1.1214,                0.99752,              0.0011585,              0.0011585,              0.0011585
                    258,                 1.0204,                0.69728,                0.98538,                0.97933,                      1,                  0.995,                0.64704,                 1.6943,                 1.1214,                0.99752,              0.0011552,              0.0011552,              0.0011552
                    259,                 1.0917,                0.73653,                 1.0694,                0.97933,                      1,                  0.995,                0.64704,                 1.6943,                 1.1214,                0.99752,              0.0011519,              0.0011519,              0.0011519
                    260,                 1.0391,                0.67328,                0.98752,                0.97805,                      1,                  0.995,                0.64693,                 1.5741,                0.90102,                0.92924,              0.0011486,              0.0011486,              0.0011486
                    261,                 1.0245,                0.71005,                 0.9912,                0.97805,                      1,                  0.995,                0.64693,                 1.5741,                0.90102,                0.92924,              0.0011453,              0.0011453,              0.0011453
                    262,                 1.1179,                0.70028,                0.98029,                0.97805,                      1,                  0.995,                0.64693,                 1.5741,                0.90102,                0.92924,               0.001142,               0.001142,               0.001142
                    263,                 1.1719,                0.79184,                 1.0082,                0.97731,                      1,                  0.995,                0.64688,                 1.3429,                 1.0056,                0.89708,              0.0011387,              0.0011387,              0.0011387
                    264,                 1.0381,                 0.8149,                0.96661,                0.97731,                      1,                  0.995,                0.64688,                 1.3429,                 1.0056,                0.89708,              0.0011354,              0.0011354,              0.0011354
                    265,                 1.0743,                 0.7793,                 1.0512,                0.97798,                      1,                  0.995,                0.64715,                  1.232,                0.97432,                0.84664,              0.0011321,              0.0011321,              0.0011321
                    266,                0.97838,                0.69653,                 0.9784,                0.97798,                      1,                  0.995,                0.64715,                  1.232,                0.97432,                0.84664,              0.0011288,              0.0011288,              0.0011288
                    267,                 1.0011,                 0.7002,                 1.0261,                0.97798,                      1,                  0.995,                0.64715,                  1.232,                0.97432,                0.84664,              0.0011255,              0.0011255,              0.0011255
                    268,                 0.9832,                 0.7364,                0.99101,                 0.9783,                      1,                  0.995,                 0.6965,                 1.1322,                0.94546,                0.82709,              0.0011222,              0.0011222,              0.0011222
                    269,                 1.0793,                0.89528,                 1.0706,                 0.9783,                      1,                  0.995,                 0.6965,                 1.1322,                0.94546,                0.82709,              0.0011189,              0.0011189,              0.0011189
                    270,                  1.119,                0.77679,                 1.1065,                 0.9783,                      1,                  0.995,                 0.6965,                 1.1322,                0.94546,                0.82709,              0.0011156,              0.0011156,              0.0011156
                    271,                 1.1556,                 0.8961,                 1.0935,                 0.9766,                      1,                  0.995,                  0.597,                 1.3089,                  1.118,                0.81774,              0.0011123,              0.0011123,              0.0011123
                    272,                 1.0465,                0.71398,                 1.0711,                 0.9766,                      1,                  0.995,                  0.597,                 1.3089,                  1.118,                0.81774,               0.001109,               0.001109,               0.001109
                    273,                 1.1058,                0.77125,                 1.0094,                0.97603,                      1,                  0.995,                0.55176,                 1.5333,                 1.3771,                0.84139,              0.0011057,              0.0011057,              0.0011057
