                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                0.50107,                0.68406,                0.40487,                0.97732,                0.95659,                0.99352,                0.99194,                0.85068,                 0.9533,                0.97059,                0.98847,                0.91705,                0.88005,                 1.0084,                0.64817,                 1.2243,              0.0012379,              0.0012379,              0.0012379
                    159,                0.52904,                0.67277,                0.40963,                0.98211,                0.98175,                0.97059,                0.99237,                 0.8381,                0.98175,                0.97059,                0.99237,                0.91528,                0.89331,                0.87103,                  0.582,                 1.2916,              0.0012352,              0.0012352,              0.0012352
                    160,                 0.4676,                0.62329,                0.37854,                0.96929,                0.96733,                      1,                  0.995,                0.85611,                0.96733,                      1,                  0.995,                0.91731,                0.90222,                0.81133,                0.60012,                 1.3558,              0.0012324,              0.0012324,              0.0012324
                    161,                0.49666,                0.67317,                0.39439,                 0.9869,                0.96381,                      1,                  0.995,                0.83009,                0.96381,                      1,                  0.995,                0.91063,                 1.0283,                0.76216,                0.56265,                   1.53,              0.0012297,              0.0012297,              0.0012297
                    162,                0.49366,                0.63757,                0.38309,                0.97652,                0.98827,                      1,                  0.995,                0.82457,                0.98827,                      1,                  0.995,                0.92169,                 0.9707,                0.64909,                0.57747,                 1.4024,              0.0012269,              0.0012269,              0.0012269
                    163,                0.55657,                0.74751,                0.41944,                 1.0069,                0.99171,                      1,                  0.995,                0.86387,                0.99171,                      1,                  0.995,                0.91927,                0.88984,                0.62619,                0.54394,                 1.2674,              0.0012242,              0.0012242,              0.0012242
                    164,                0.51425,                0.69892,                 0.4066,                0.99419,                0.99154,                0.99989,                  0.995,                0.86882,                0.99154,                0.99989,                  0.995,                 0.9253,                0.82136,                0.60654,                0.54484,                 1.2735,              0.0012214,              0.0012214,              0.0012214
                    165,                0.48515,                 0.6148,                0.38028,                0.97311,                0.98749,                0.99783,                  0.995,                0.84424,                0.98749,                0.99783,                  0.995,                0.91738,                0.98749,                0.71832,                0.55774,                 1.3177,              0.0012187,              0.0012187,              0.0012187
                    166,                0.52254,                0.63492,                0.41734,                 0.9923,                0.98401,                0.99682,                  0.995,                0.83347,                0.98401,                0.99682,                  0.995,                0.92371,                0.97941,                0.68993,                0.58197,                 1.3224,              0.0012159,              0.0012159,              0.0012159
                    167,                  0.531,                0.64038,                0.43037,                0.96882,                 0.9865,                0.97059,                0.99237,                 0.7895,                 0.9865,                0.97059,                0.98932,                0.91598,                 1.0306,                0.77764,                0.66288,                 1.4089,              0.0012132,              0.0012132,              0.0012132
                    168,                0.51566,                0.70073,                0.40476,                0.96797,                0.98597,                0.97059,                0.99361,                0.79653,                0.98597,                0.97059,                0.99024,                0.91108,                 1.0399,                0.81077,                  0.665,                 1.4455,              0.0012104,              0.0012104,              0.0012104
                    169,                0.51431,                0.71169,                0.41197,                0.99827,                0.98581,                0.99547,                  0.995,                0.84772,                0.98581,                0.99547,                  0.995,                0.89899,                0.83986,                0.71605,                0.66225,                 1.2343,              0.0012077,              0.0012077,              0.0012077
                    170,                0.53816,                0.64236,                  0.425,                 1.0034,                0.98453,                0.99595,                  0.995,                0.86647,                0.98453,                0.99595,                  0.995,                0.90708,                0.75643,                0.69497,                0.62778,                 1.1182,              0.0012049,              0.0012049,              0.0012049
                    171,                0.47536,                0.64023,                0.36608,                0.95985,                0.98624,                0.99962,                  0.995,                0.88319,                0.98624,                0.99962,                  0.995,                0.92557,                 0.7584,                0.78671,                0.56629,                 1.0734,              0.0012022,              0.0012022,              0.0012022
                    172,                0.47925,                0.61502,                0.38567,                0.98718,                0.98808,                      1,                  0.995,                 0.8667,                0.98808,                      1,                  0.995,                0.91436,                 0.8005,                0.80244,                0.54875,                 1.1268,              0.0011994,              0.0011994,              0.0011994
                    173,                0.45056,                0.58129,                0.35864,                 0.9683,                0.98956,                      1,                  0.995,                0.86018,                0.98956,                      1,                  0.995,                0.91343,                0.90872,                0.59059,                0.55677,                  1.255,              0.0011967,              0.0011967,              0.0011967
                    174,                0.48203,                0.63535,                0.38436,                0.97007,                0.98668,                0.99812,                  0.995,                0.86324,                0.98668,                0.99812,                  0.995,                0.91748,                0.85471,                0.57032,                0.57785,                 1.2638,              0.0011939,              0.0011939,              0.0011939
                    175,                0.49119,                0.65296,                0.40049,                0.96953,                0.98522,                0.97059,                0.99361,                0.87846,                0.98522,                0.97059,                0.99361,                0.92596,                0.66064,                0.65896,                0.49617,                 1.1257,              0.0011912,              0.0011912,              0.0011912
                    176,                0.50077,                0.71324,                0.43122,                0.97963,                0.95557,                      1,                0.99361,                0.87307,                0.95557,                      1,                0.99361,                 0.9307,                0.67663,                0.71061,                0.49683,                 1.1128,              0.0011884,              0.0011884,              0.0011884
                    177,                0.47444,                0.65139,                0.39432,                0.98571,                0.98654,                0.97059,                0.99361,                0.85236,                0.98654,                0.97059,                0.99361,                 0.9248,                0.68603,                0.63392,                0.55517,                 1.1453,              0.0011857,              0.0011857,              0.0011857
                    178,                0.47695,                0.61408,                0.38577,                0.99078,                0.99055,                0.97059,                0.99237,                0.85308,                0.99055,                0.97059,                0.99237,                0.92685,                0.69088,                0.60845,                0.59968,                 1.1646,              0.0011829,              0.0011829,              0.0011829
                    179,                0.45374,                0.60644,                0.37507,                0.96043,                0.99405,                0.97059,                0.98848,                 0.8194,                0.99405,                0.97059,                0.99125,                0.91602,                0.75582,                0.76749,                0.83241,                 1.2425,              0.0011802,              0.0011802,              0.0011802
                    180,                0.46265,                0.68557,                0.38307,                0.97839,                0.98987,                0.97059,                0.98417,                0.81254,                0.98987,                0.97059,                0.99237,                0.90413,                0.85737,                0.79514,                0.87249,                 1.3883,              0.0011774,              0.0011774,              0.0011774
                    181,                 0.4988,                0.66248,                0.38653,                0.96911,                0.94961,                0.97059,                0.98418,                0.80097,                0.94961,                0.97059,                0.98671,                0.88269,                0.99234,                0.82764,                0.74143,                 1.6118,              0.0011747,              0.0011747,              0.0011747
                    182,                0.46666,                0.63723,                0.37263,                0.98116,                0.94313,                0.97059,                0.98418,                0.79892,                0.94313,                0.97059,                0.98579,                0.87854,                0.98434,                 0.8304,                0.62386,                 1.5454,              0.0011719,              0.0011719,              0.0011719
                    183,                0.45375,                0.65627,                0.36824,                0.96842,                0.98393,                0.97059,                0.99361,                0.85823,                0.98393,                0.97059,                0.99361,                 0.9207,                0.76611,                0.83237,                0.48348,                 1.2066,              0.0011692,              0.0011692,              0.0011692
                    184,                0.48543,                0.65016,                0.38466,                0.97536,                0.98219,                0.99765,                  0.995,                0.87278,                0.98219,                0.99765,                  0.995,                0.92058,                0.76043,                0.86316,                 0.4728,                 1.1497,              0.0011664,              0.0011664,              0.0011664
                    185,                0.48019,                0.67479,                0.38214,                0.96513,                0.99109,                0.97059,                0.99125,                0.87731,                0.99109,                0.97059,                0.99125,                0.92234,                0.87249,                0.85818,                0.63518,                 1.2457,              0.0011636,              0.0011636,              0.0011636
                    186,                0.49415,                0.69828,                0.37595,                0.98185,                0.99014,                0.97059,                0.99125,                0.84948,                0.99014,                0.97059,                0.99125,                0.92114,                  1.001,                0.83558,                0.76825,                 1.3944,              0.0011609,              0.0011609,              0.0011609
                    187,                0.46301,                0.61754,                0.36671,                0.98915,                0.99017,                0.97059,                0.99237,                0.83961,                0.99017,                0.97059,                0.99237,                0.92384,                 1.0673,                0.72906,                 0.6651,                 1.5365,              0.0011581,              0.0011581,              0.0011581
                    188,                0.43391,                0.55304,                0.36279,                0.95766,                0.99014,                0.97059,                0.99361,                0.83695,                0.99014,                0.97059,                0.99125,                0.93523,                 1.0464,                0.76809,                0.60808,                 1.5306,              0.0011554,              0.0011554,              0.0011554
                    189,                0.47147,                0.65149,                 0.3645,                0.97708,                0.97403,                0.99415,                  0.995,                0.81717,                0.97403,                0.99415,                  0.995,                0.92874,                0.95655,                0.73959,                0.69678,                 1.3869,              0.0011526,              0.0011526,              0.0011526
                    190,                 0.4531,                0.60239,                0.37301,                0.98809,                0.97715,                0.99749,                  0.995,                0.83045,                0.97715,                0.99749,                  0.995,                0.92909,                0.94445,                0.80339,                0.74438,                 1.3267,              0.0011499,              0.0011499,              0.0011499
                    191,                0.48299,                0.70894,                0.38488,                0.99233,                 0.9832,                0.99804,                  0.995,                0.85928,                 0.9832,                0.99804,                  0.995,                0.91981,                0.73147,                 1.0184,                0.48341,                 1.1569,              0.0011471,              0.0011471,              0.0011471
                    192,                 0.4512,                0.62142,                0.36416,                0.95993,                0.98765,                      1,                  0.995,                0.85156,                0.98765,                      1,                  0.995,                0.93743,                0.68967,                 0.8005,                0.46908,                 1.1406,              0.0011444,              0.0011444,              0.0011444
                    193,                0.47718,                0.60755,                 0.3646,                 0.9696,                0.99046,                      1,                  0.995,                0.84766,                0.99046,                      1,                  0.995,                0.92155,                0.79429,                 0.7353,                0.48598,                 1.2142,              0.0011416,              0.0011416,              0.0011416
                    194,                 0.4556,                0.63217,                0.36918,                0.97302,                0.99062,                      1,                  0.995,                0.85509,                0.99062,                      1,                  0.995,                0.93282,                 0.7297,                0.79843,                 0.4507,                 1.1808,              0.0011389,              0.0011389,              0.0011389
                    195,                0.45612,                 0.5894,                 0.3652,                0.96072,                 0.9896,                      1,                  0.995,                0.89908,                 0.9896,                      1,                  0.995,                 0.9416,                0.63258,                0.63489,                0.40838,                 1.0366,              0.0011361,              0.0011361,              0.0011361
                    196,                0.46569,                0.62005,                0.37051,                0.98146,                0.98971,                      1,                  0.995,                0.89986,                0.98971,                      1,                  0.995,                0.93705,                0.63131,                0.57225,                0.41304,                 1.0216,              0.0011334,              0.0011334,              0.0011334
                    197,                0.46605,                0.63205,                0.38218,                 0.9736,                0.98986,                      1,                  0.995,                0.90217,                0.98986,                      1,                  0.995,                0.94519,                0.60947,                0.59387,                 0.4148,                 1.0186,              0.0011306,              0.0011306,              0.0011306
                    198,                0.47402,                0.65531,                0.36534,                0.97706,                0.99086,                      1,                  0.995,                0.90158,                0.99086,                      1,                  0.995,                0.94845,                0.62604,                0.59234,                0.44092,                 1.0487,              0.0011279,              0.0011279,              0.0011279
                    199,                0.47159,                0.67567,                 0.3945,                0.96689,                0.99097,                      1,                  0.995,                0.90134,                0.99097,                      1,                  0.995,                0.92144,                 0.6436,                0.58936,                0.49358,                 1.1184,              0.0011251,              0.0011251,              0.0011251
                    200,                0.46538,                0.73523,                0.38135,                0.98347,                0.99093,                      1,                  0.995,                0.89671,                0.99093,                      1,                  0.995,                0.92176,                0.66221,                0.60635,                0.49434,                 1.1575,              0.0011224,              0.0011224,              0.0011224
                    201,                 0.4555,                0.64138,                0.37138,                0.96397,                0.99109,                      1,                  0.995,                0.88562,                0.99109,                      1,                  0.995,                  0.926,                0.71117,                0.58119,                0.52684,                   1.21,              0.0011196,              0.0011196,              0.0011196
                    202,                 0.4588,                0.62047,                0.36662,                0.96903,                0.99123,                      1,                  0.995,                0.86574,                0.99123,                      1,                  0.995,                0.91918,                0.71531,                0.56305,                0.53622,                 1.2083,              0.0011169,              0.0011169,              0.0011169
                    203,                0.43484,                0.60769,                0.34373,                0.96364,                0.99106,                      1,                  0.995,                 0.8725,                0.99106,                      1,                  0.995,                0.93709,                0.72849,                 0.5411,                 0.5152,                 1.2142,              0.0011141,              0.0011141,              0.0011141
                    204,                0.44454,                0.56723,                0.36967,                0.96497,                 0.9913,                      1,                  0.995,                0.87624,                 0.9913,                      1,                  0.995,                0.93729,                 0.7671,                0.59198,                0.49659,                 1.2583,              0.0011114,              0.0011114,              0.0011114
                    205,                0.44684,                0.63266,                0.35847,                0.97604,                0.99127,                      1,                  0.995,                0.87208,                0.99127,                      1,                  0.995,                0.92456,                0.80615,                0.81878,                 0.5119,                 1.3099,              0.0011086,              0.0011086,              0.0011086
                    206,                0.48241,                0.63454,                0.38332,                0.97369,                0.99156,                      1,                  0.995,                0.85959,                0.99156,                      1,                  0.995,                0.91495,                0.82123,                0.93636,                0.59268,                 1.3204,              0.0011059,              0.0011059,              0.0011059
                    207,                0.46769,                0.64761,                0.37104,                0.97384,                0.99125,                0.97059,                0.99237,                0.85326,                0.99125,                0.97059,                0.99237,                0.92068,                0.80052,                0.92974,                 0.6247,                 1.2627,              0.0011031,              0.0011031,              0.0011031
                    208,                0.43681,                0.58024,                0.36601,                0.96679,                0.98702,                0.97059,                0.99125,                0.86284,                0.98702,                0.97059,                0.99237,                0.91725,                0.79171,                0.85206,                0.71869,                 1.2356,              0.0011004,              0.0011004,              0.0011004
                    209,                0.45108,                0.62674,                0.36495,                0.96511,                0.98531,                0.97059,                0.98932,                 0.8676,                0.98531,                0.97059,                0.99237,                0.90847,                0.86999,                0.77861,                0.69673,                 1.3034,              0.0010976,              0.0010976,              0.0010976
                    210,                0.49258,                0.64548,                0.38831,                0.98351,                0.96292,                0.97059,                0.99125,                0.85675,                0.96292,                0.97059,                0.99237,                0.89613,                 0.9345,                0.80626,                0.70529,                 1.3762,              0.0010949,              0.0010949,              0.0010949
                    211,                0.46453,                0.64162,                0.37449,                0.96302,                0.98808,                0.97059,                0.99361,                0.85719,                0.98808,                0.97059,                0.99361,                0.91602,                0.80907,                0.68204,                0.55098,                 1.2933,              0.0010921,              0.0010921,              0.0010921
                    212,                0.44145,                0.59012,                0.36039,                0.96172,                 0.9906,                      1,                  0.995,                0.87022,                 0.9906,                      1,                  0.995,                 0.9244,                0.74978,                0.65611,                 0.5047,                 1.2319,              0.0010894,              0.0010894,              0.0010894
                    213,                0.48517,                0.59274,                0.37341,                0.96526,                0.98876,                      1,                  0.995,                0.85313,                0.98876,                      1,                  0.995,                0.92344,                0.79233,                0.68378,                 0.4626,                 1.2453,              0.0010866,              0.0010866,              0.0010866
                    214,                0.44195,                0.64743,                0.34759,                0.96514,                0.98967,                      1,                  0.995,                0.83391,                0.98967,                      1,                  0.995,                0.92004,                0.87016,                0.66519,                0.45301,                 1.3025,              0.0010839,              0.0010839,              0.0010839
                    215,                0.46855,                0.59739,                0.36973,                0.96355,                 0.9919,                      1,                  0.995,                0.83687,                 0.9919,                      1,                  0.995,                0.93648,                0.91691,                0.60189,                0.48278,                 1.3269,              0.0010811,              0.0010811,              0.0010811
                    216,                0.44601,                0.59268,                0.34677,                0.97427,                0.99079,                      1,                  0.995,                0.82524,                0.99079,                      1,                  0.995,                0.93591,                0.91212,                0.60207,                0.49529,                 1.2665,              0.0010784,              0.0010784,              0.0010784
                    217,                0.47517,                0.63614,                 0.3731,                0.96618,                0.98929,                      1,                  0.995,                0.84381,                0.98929,                      1,                  0.995,                0.93713,                0.85387,                0.66322,                0.48023,                 1.2246,              0.0010756,              0.0010756,              0.0010756
                    218,                 0.4499,                 0.5955,                0.35119,                0.96982,                0.98854,                      1,                  0.995,                0.86599,                0.98854,                      1,                  0.995,                0.93013,                 0.8161,                0.66879,                  0.476,                 1.2212,              0.0010729,              0.0010729,              0.0010729
                    219,                0.47997,                0.70136,                0.38768,                0.96972,                0.98654,                0.99728,                  0.995,                0.85794,                0.98654,                0.99728,                  0.995,                0.94297,                0.81406,                0.61148,                0.48986,                 1.2236,              0.0010701,              0.0010701,              0.0010701
                    220,                0.50393,                0.75928,                0.39231,                0.97854,                0.98939,                      1,                  0.995,                0.87062,                0.98939,                      1,                  0.995,                0.93941,                0.74135,                0.64607,                0.50653,                 1.1716,              0.0010674,              0.0010674,              0.0010674
                    221,                0.44768,                  0.639,                0.36757,                0.96688,                0.99007,                      1,                  0.995,                0.89807,                0.99007,                      1,                  0.995,                0.93923,                0.67035,                0.70046,                0.47625,                 1.0791,              0.0010646,              0.0010646,              0.0010646
                    222,                0.44826,                0.61647,                0.34447,                0.96514,                0.98971,                      1,                  0.995,                0.88158,                0.98971,                      1,                  0.995,                0.94988,                0.68017,                0.65782,                0.46561,                 1.0861,              0.0010619,              0.0010619,              0.0010619
                    223,                0.47409,                0.64675,                0.36001,                0.96469,                0.98869,                      1,                  0.995,                0.85824,                0.98869,                      1,                  0.995,                  0.926,                0.76277,                0.71757,                 0.4801,                 1.1289,              0.0010591,              0.0010591,              0.0010591
                    224,                0.44392,                0.59581,                0.35705,                0.95167,                0.98808,                      1,                  0.995,                0.86895,                0.98808,                      1,                  0.995,                0.93459,                0.76466,                0.72215,                 0.4861,                 1.1641,              0.0010564,              0.0010564,              0.0010564
                    225,                0.44571,                0.57428,                0.35502,                0.96845,                0.98733,                      1,                  0.995,                0.86496,                0.98733,                      1,                  0.995,                0.92997,                0.87107,                0.65188,                0.48688,                 1.2159,              0.0010536,              0.0010536,              0.0010536
                    226,                0.45062,                0.63805,                 0.3641,                0.95622,                0.98855,                      1,                  0.995,                0.84229,                0.98855,                      1,                  0.995,                0.93985,                0.89666,                 0.6312,                0.49872,                 1.1972,              0.0010509,              0.0010509,              0.0010509
                    227,                0.42693,                0.57632,                0.33789,                0.94754,                0.98989,                      1,                  0.995,                0.83708,                0.98989,                      1,                  0.995,                 0.9168,                0.87625,                0.63936,                0.51099,                 1.2339,              0.0010481,              0.0010481,              0.0010481
                    228,                0.46038,                 0.5651,                0.35586,                0.97159,                0.99029,                      1,                  0.995,                0.85261,                0.99029,                      1,                  0.995,                0.92627,                 0.8105,                0.66637,                 0.5057,                 1.2199,              0.0010454,              0.0010454,              0.0010454
                    229,                0.43392,                0.59082,                 0.3432,                0.97292,                0.99214,                      1,                  0.995,                0.85729,                0.99214,                      1,                  0.995,                0.91737,                0.80978,                0.64751,                0.50904,                 1.2583,              0.0010426,              0.0010426,              0.0010426
                    230,                0.47286,                0.68026,                0.36646,                 0.9789,                0.99214,                      1,                  0.995,                0.86322,                0.99214,                      1,                  0.995,                0.92902,                0.77455,                0.67848,                0.48317,                 1.2283,              0.0010399,              0.0010399,              0.0010399
                    231,                 0.4532,                0.68207,                0.35751,                0.94891,                0.99194,                      1,                  0.995,                0.86395,                0.99194,                      1,                  0.995,                0.94184,                0.69967,                0.70175,                0.45269,                 1.1263,              0.0010371,              0.0010371,              0.0010371
                    232,                0.44008,                0.62053,                0.35049,                0.96888,                0.98806,                      1,                  0.995,                0.86843,                0.98806,                      1,                  0.995,                0.93913,                0.79181,                0.68748,                0.48635,                 1.1983,              0.0010344,              0.0010344,              0.0010344
                    233,                 0.4665,                0.68449,                0.35495,                0.99862,                0.98898,                0.97059,                0.99361,                0.82873,                0.98777,                0.99909,                  0.995,                0.92504,                0.94983,                 0.6697,                0.62097,                 1.3881,              0.0010316,              0.0010316,              0.0010316
                    234,                0.44271,                0.60963,                0.34152,                0.93598,                 0.9896,                0.97059,                0.97472,                0.82134,                0.98672,                0.99902,                  0.995,                0.91246,                0.90375,                0.68493,                0.74099,                 1.3459,              0.0010289,              0.0010289,              0.0010289
                    235,                0.45579,                0.61568,                0.37041,                0.94865,                0.99107,                0.97059,                0.98771,                0.83787,                0.98548,                0.99824,                  0.995,                0.93482,                0.80824,                0.86468,                 0.7233,                 1.2434,              0.0010261,              0.0010261,              0.0010261
                    236,                0.47131,                0.64875,                 0.3549,                0.97344,                0.99168,                0.97059,                0.99237,                0.88263,                0.98483,                0.99807,                  0.995,                 0.9401,                 0.7189,                0.84921,                 0.6486,                 1.1977,              0.0010234,              0.0010234,              0.0010234
                    237,                0.46393,                0.62468,                0.36284,                0.98186,                0.99217,                0.97059,                0.99237,                 0.8529,                0.98524,                0.99786,                  0.995,                0.94079,                0.75518,                0.77704,                0.59166,                 1.1839,              0.0010206,              0.0010206,              0.0010206
                    238,                0.43591,                0.60232,                0.33556,                0.95134,                0.99189,                0.97059,                0.99125,                0.85209,                0.99189,                0.97059,                0.99237,                0.93651,                0.76767,                0.83351,                0.58607,                 1.2059,              0.0010179,              0.0010179,              0.0010179
                    239,                0.43265,                0.66664,                0.33672,                0.95774,                0.99068,                0.97059,                0.99125,                0.85837,                0.99068,                0.97059,                0.99237,                0.93213,                0.74149,                0.83895,                0.56334,                 1.1806,              0.0010151,              0.0010151,              0.0010151
                    240,                0.44607,                0.59299,                0.34174,                0.95651,                0.99017,                0.97059,                0.99125,                0.84753,                0.99017,                0.97059,                0.99125,                0.91553,                0.71875,                0.91022,                0.57552,                  1.149,              0.0010124,              0.0010124,              0.0010124
                    241,                0.47314,                 0.6741,                0.35845,                0.98255,                0.98976,                0.97059,                0.98848,                0.88541,                0.98976,                0.97059,                0.98848,                0.92254,                0.68458,                 0.8935,                0.56137,                 1.1522,              0.0010096,              0.0010096,              0.0010096
                    242,                0.43053,                0.59055,                0.33406,                0.94617,                 0.9889,                0.97059,                0.98848,                0.88943,                 0.9889,                0.97059,                0.99361,                0.91964,                0.65765,                0.86199,                0.57301,                 1.1484,              0.0010069,              0.0010069,              0.0010069
                    243,                0.45538,                 0.6148,                0.36711,                0.97772,                0.98611,                0.97059,                0.98771,                0.86507,                0.98611,                0.97059,                0.98771,                0.92152,                0.67638,                 0.8698,                0.58969,                 1.1476,              0.0010041,              0.0010041,              0.0010041
                    244,                0.43747,                0.57577,                0.34129,                0.95043,                0.98576,                0.97059,                0.98771,                0.86305,                0.98827,                0.99676,                  0.995,                0.93686,                0.68231,                0.80079,                0.60726,                 1.1696,              0.0010014,              0.0010014,              0.0010014
                    245,                0.43264,                 0.5798,                0.34281,                0.96311,                0.98957,                0.97059,                0.99237,                0.85041,                0.98367,                0.99796,                  0.995,                0.92653,                0.65325,                0.60434,                0.57546,                 1.1382,             0.00099862,             0.00099862,             0.00099862
                    246,                 0.4556,                0.60774,                0.34618,                0.95881,                 0.9903,                0.97059,                0.99237,                0.87099,                0.98328,                 0.9976,                  0.995,                0.93313,                0.67786,                0.59827,                0.56612,                  1.104,             0.00099587,             0.00099587,             0.00099587
                    247,                0.42971,                0.62646,                0.34798,                0.95986,                0.99027,                0.97059,                0.99361,                0.85595,                0.99027,                0.97059,                0.99361,                0.93342,                0.71972,                0.72225,                0.51159,                 1.0868,             0.00099312,             0.00099312,             0.00099312
                    248,                0.43181,                0.82238,                0.34127,                0.95701,                0.98975,                0.97059,                0.99237,                0.85227,                0.98975,                0.97059,                0.99237,                0.92631,                0.77106,                0.74429,                0.53094,                 1.1508,             0.00099036,             0.00099036,             0.00099036
                    249,                0.44481,                0.64745,                0.34069,                0.95354,                0.98935,                0.97059,                0.99361,                0.83464,                0.98935,                0.97059,                0.99361,                0.90893,                0.85355,                0.61042,                0.57613,                 1.2873,             0.00098761,             0.00098761,             0.00098761
                    250,                0.42147,                0.59878,                0.32451,                0.93723,                0.98961,                0.97059,                0.99361,                0.83042,                0.98961,                0.97059,                0.99361,                0.91014,                0.91392,                0.56956,                0.61378,                 1.3424,             0.00098486,             0.00098486,             0.00098486
                    251,                0.40112,                0.54623,                0.31812,                0.95382,                  0.984,                0.99812,                  0.995,                0.82583,                  0.984,                0.99812,                  0.995,                0.91472,                0.96737,                 0.5643,                0.57545,                  1.464,             0.00098211,             0.00098211,             0.00098211
