                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    305,                 0.6156,                0.47596,                0.99918,                0.99392,                      1,                  0.995,                0.82343,                0.72792,                0.52966,                 1.0928,              0.0010001,              0.0010001,              0.0010001
                    306,                0.55038,                 0.3995,                0.94703,                0.99547,                      1,                  0.995,                0.84016,                0.73526,                0.51951,                 1.1043,              0.0009968,              0.0009968,              0.0009968
                    307,                0.63051,                 0.4482,                0.99906,                0.99555,                      1,                  0.995,                0.87289,                0.75298,                0.52014,                 1.1276,              0.0009935,              0.0009935,              0.0009935
                    308,                0.60447,                0.44265,                 1.0019,                0.99556,                      1,                  0.995,                0.84704,                0.77404,                0.53364,                 1.1468,              0.0009902,              0.0009902,              0.0009902
                    309,                0.60565,                0.42665,                 1.0007,                0.99573,                      1,                  0.995,                 0.8501,                0.77485,                0.54087,                 1.1523,              0.0009869,              0.0009869,              0.0009869
                    310,                0.57724,                0.44274,                0.98111,                0.99591,                      1,                  0.995,                0.83658,                0.73509,                0.53161,                 1.1289,              0.0009836,              0.0009836,              0.0009836
                    311,                0.57876,                0.41999,                0.98001,                0.99535,                      1,                  0.995,                0.86314,                0.70418,                0.52226,                 1.1132,              0.0009803,              0.0009803,              0.0009803
                    312,                0.60524,                0.40417,                0.97855,                0.99441,                      1,                  0.995,                0.87143,                0.69269,                0.53147,                 1.1119,               0.000977,               0.000977,               0.000977
                    313,                0.55441,                0.38706,                0.94687,                0.99423,                      1,                  0.995,                0.86469,                0.70878,                 0.5648,                 1.1251,              0.0009737,              0.0009737,              0.0009737
                    314,                0.55502,                0.40593,                0.95764,                0.99395,                      1,                  0.995,                0.87291,                  0.729,                0.54078,                 1.1385,              0.0009704,              0.0009704,              0.0009704
                    315,                0.55292,                0.41952,                 0.9757,                0.99395,                      1,                  0.995,                0.87291,                  0.729,                0.54078,                 1.1385,              0.0009671,              0.0009671,              0.0009671
                    316,                 0.6237,                0.46761,                0.99549,                0.99406,                      1,                  0.995,                0.87109,                0.72428,                 0.5511,                 1.1333,              0.0009638,              0.0009638,              0.0009638
                    317,                0.50279,                0.37343,                0.95058,                0.99309,                      1,                  0.995,                0.87576,                0.70781,                0.56619,                 1.1213,              0.0009605,              0.0009605,              0.0009605
                    318,                0.54143,                0.40297,                0.98144,                0.99077,                      1,                  0.995,                0.88142,                0.67895,                0.57344,                  1.105,              0.0009572,              0.0009572,              0.0009572
                    319,                0.60331,                0.43887,                0.99757,                0.98977,                      1,                  0.995,                0.87449,                0.66012,                0.58205,                 1.0965,              0.0009539,              0.0009539,              0.0009539
                    320,                0.57066,                0.41331,                 1.0139,                0.99096,                      1,                  0.995,                 0.8694,                 0.6728,                0.54288,                 1.1198,              0.0009506,              0.0009506,              0.0009506
                    321,                0.59917,                0.43047,                 1.0195,                0.99283,                      1,                  0.995,                 0.8605,                0.65111,                0.51415,                 1.1144,              0.0009473,              0.0009473,              0.0009473
                    322,                0.58934,                0.44267,                0.98878,                0.99334,                      1,                  0.995,                0.86529,                0.62452,                0.50071,                 1.1025,               0.000944,               0.000944,               0.000944
                    323,                0.60623,                0.43229,                 1.0003,                0.99374,                      1,                  0.995,                0.87893,                0.59836,                0.48335,                 1.0608,              0.0009407,              0.0009407,              0.0009407
                    324,                0.53796,                0.42253,                0.95291,                  0.995,                      1,                  0.995,                 0.8569,                0.60095,                 0.4827,                  1.051,              0.0009374,              0.0009374,              0.0009374
                    325,                0.54239,                0.40944,                0.97824,                0.99566,                      1,                  0.995,                0.85563,                 0.6132,                 0.4917,                 1.0599,              0.0009341,              0.0009341,              0.0009341
                    326,                0.58918,                0.45133,                0.98441,                0.99623,                      1,                  0.995,                0.85695,                0.62162,                0.49907,                 1.0768,              0.0009308,              0.0009308,              0.0009308
                    327,                 0.5838,                0.46114,                 1.0009,                0.99648,                      1,                  0.995,                0.86431,                0.62379,                0.49648,                 1.0777,              0.0009275,              0.0009275,              0.0009275
                    328,                0.61254,                0.41688,                0.95891,                 0.9963,                      1,                  0.995,                0.85727,                0.62395,                0.49149,                 1.0771,              0.0009242,              0.0009242,              0.0009242
                    329,                  0.584,                0.41356,                 1.0048,                0.99637,                      1,                  0.995,                0.86265,                0.62415,                0.48026,                 1.0718,              0.0009209,              0.0009209,              0.0009209
                    330,                0.52792,                0.36619,                0.94726,                0.99666,                      1,                  0.995,                0.87257,                0.62065,                 0.4717,                 1.0514,              0.0009176,              0.0009176,              0.0009176
                    331,                0.56931,                0.38464,                0.97304,                0.99666,                      1,                  0.995,                0.87257,                0.62065,                 0.4717,                 1.0514,              0.0009143,              0.0009143,              0.0009143
                    332,                0.52423,                0.36465,                0.97375,                0.99674,                      1,                  0.995,                0.86077,                0.63203,                0.46493,                 1.0541,               0.000911,               0.000911,               0.000911
                    333,                0.59064,                0.41527,                0.96823,                0.99674,                      1,                  0.995,                0.85996,                 0.6538,                0.47145,                 1.0683,              0.0009077,              0.0009077,              0.0009077
                    334,                0.64139,                0.43693,                0.96991,                0.99669,                      1,                  0.995,                0.84525,                0.67784,                0.47807,                 1.0888,              0.0009044,              0.0009044,              0.0009044
                    335,                0.57636,                0.41751,                 0.9771,                0.99669,                      1,                  0.995,                0.85936,                0.66139,                0.48276,                 1.0836,              0.0009011,              0.0009011,              0.0009011
                    336,                0.61154,                0.43714,                0.98736,                0.99662,                      1,                  0.995,                0.87236,                0.65569,                0.47306,                 1.0709,              0.0008978,              0.0008978,              0.0008978
                    337,                0.58035,                0.40114,                0.97242,                0.99648,                      1,                  0.995,                0.88947,                0.67047,                0.47683,                 1.0838,              0.0008945,              0.0008945,              0.0008945
                    338,                0.54748,                0.42303,                0.95124,                0.99618,                      1,                  0.995,                0.88474,                0.65919,                0.49253,                 1.1036,              0.0008912,              0.0008912,              0.0008912
                    339,                0.56184,                0.42918,                0.97126,                0.99634,                      1,                  0.995,                0.87927,                0.65283,                0.51517,                 1.1406,              0.0008879,              0.0008879,              0.0008879
                    340,                0.53973,                  0.379,                0.96222,                0.99638,                      1,                  0.995,                0.88051,                0.64137,                0.52356,                 1.1602,              0.0008846,              0.0008846,              0.0008846
                    341,                0.58728,                0.43561,                0.97133,                0.99641,                      1,                  0.995,                0.88891,                0.62874,                0.51888,                 1.1285,              0.0008813,              0.0008813,              0.0008813
                    342,                0.57578,                 0.4295,                0.96514,                 0.9966,                      1,                  0.995,                0.87237,                0.61303,                0.51248,                 1.0939,               0.000878,               0.000878,               0.000878
                    343,                0.59526,                0.41461,                0.99383,                0.99655,                      1,                  0.995,                0.89092,                0.58683,                0.47685,                 1.0979,              0.0008747,              0.0008747,              0.0008747
                    344,                0.54745,                0.37863,                 0.9415,                0.99659,                      1,                  0.995,                0.87112,                0.55408,                0.47198,                 1.1019,              0.0008714,              0.0008714,              0.0008714
                    345,                0.57142,                0.41643,                0.97227,                0.99664,                      1,                  0.995,                0.89015,                0.54167,                0.45917,                 1.1007,              0.0008681,              0.0008681,              0.0008681
                    346,                0.55384,                0.39749,                0.95949,                0.99655,                      1,                  0.995,                0.88889,                 0.5444,                0.48148,                 1.0824,              0.0008648,              0.0008648,              0.0008648
                    347,                0.61014,                0.46246,                 1.0011,                0.99655,                      1,                  0.995,                0.88889,                 0.5444,                0.48148,                 1.0824,              0.0008615,              0.0008615,              0.0008615
                    348,                0.58527,                0.39817,                0.97041,                0.99654,                      1,                  0.995,                 0.8838,                0.53373,                 0.4867,                  1.064,              0.0008582,              0.0008582,              0.0008582
                    349,                0.63843,                 0.4364,                0.99273,                0.99648,                      1,                  0.995,                0.89408,                0.53978,                0.50354,                 1.0544,              0.0008549,              0.0008549,              0.0008549
                    350,                0.62647,                 0.4578,                 1.0211,                0.99647,                      1,                  0.995,                0.88943,                0.57355,                0.56092,                 1.0693,              0.0008516,              0.0008516,              0.0008516
                    351,                0.53478,                0.38112,                0.94919,                0.99638,                      1,                  0.995,                0.86157,                0.66627,                 0.6161,                 1.1318,              0.0008483,              0.0008483,              0.0008483
                    352,                0.59736,                0.41452,                0.97808,                0.99648,                      1,                  0.995,                0.84371,                0.76071,                0.59653,                 1.2039,               0.000845,               0.000845,               0.000845
                    353,                0.63305,                0.42141,                0.97775,                0.99612,                      1,                  0.995,                0.82043,                0.82542,                0.57739,                  1.245,              0.0008417,              0.0008417,              0.0008417
                    354,                0.59357,                0.43836,                 0.9872,                0.99656,                      1,                  0.995,                0.81054,                0.84609,                0.56356,                 1.2387,              0.0008384,              0.0008384,              0.0008384
                    355,                0.57844,                0.40917,                0.97582,                0.99673,                      1,                  0.995,                0.82033,                0.83195,                0.55344,                 1.2107,              0.0008351,              0.0008351,              0.0008351
                    356,                0.54886,                0.38014,                0.94298,                0.99672,                      1,                  0.995,                0.83439,                0.77827,                  0.531,                 1.1633,              0.0008318,              0.0008318,              0.0008318
                    357,                0.58901,                0.41099,                 0.9879,                 0.9967,                      1,                  0.995,                0.86132,                0.61334,                0.57532,                 1.0583,              0.0008285,              0.0008285,              0.0008285
                    358,                0.50189,                0.36541,                 0.9275,                0.99681,                      1,                  0.995,                 0.8857,                0.54029,                0.53417,                 1.0207,              0.0008252,              0.0008252,              0.0008252
                    359,                 0.5139,                0.38118,                0.93523,                0.99678,                      1,                  0.995,                0.89411,                0.53718,                0.50694,                 1.0107,              0.0008219,              0.0008219,              0.0008219
                    360,                0.57029,                0.39406,                0.99845,                0.99676,                      1,                  0.995,                0.89408,                 0.5438,                0.48848,                 1.0109,              0.0008186,              0.0008186,              0.0008186
                    361,                0.57897,                0.40842,                0.98069,                0.99675,                      1,                  0.995,                0.90625,                0.54909,                0.48607,                  1.019,              0.0008153,              0.0008153,              0.0008153
                    362,                0.50715,                0.39241,                  0.952,                0.99679,                      1,                  0.995,                0.91381,                0.54557,                0.48306,                 1.0113,               0.000812,               0.000812,               0.000812
                    363,                0.56245,                0.42978,                0.96566,                0.99679,                      1,                  0.995,                0.91381,                0.54557,                0.48306,                 1.0113,              0.0008087,              0.0008087,              0.0008087
                    364,                0.55576,                0.38895,                0.96421,                0.99675,                      1,                  0.995,                0.91192,                 0.5283,                0.46607,                 1.0052,              0.0008054,              0.0008054,              0.0008054
                    365,                0.58269,                 0.4197,                 0.9462,                0.99667,                      1,                  0.995,                0.90984,                0.52081,                0.45594,                 1.0041,              0.0008021,              0.0008021,              0.0008021
                    366,                 0.6008,                0.40418,                0.96998,                0.99659,                      1,                  0.995,                0.91295,                0.51109,                0.44949,                 1.0027,              0.0007988,              0.0007988,              0.0007988
                    367,                0.52455,                0.38944,                 0.9442,                0.99648,                      1,                  0.995,                0.89209,                 0.5218,                0.43309,                 1.0074,              0.0007955,              0.0007955,              0.0007955
                    368,                0.59174,                0.42923,                0.98845,                 0.9965,                      1,                  0.995,                0.88259,                0.52842,                0.41201,                 1.0114,              0.0007922,              0.0007922,              0.0007922
                    369,                0.58413,                0.39867,                0.96311,                0.99646,                      1,                  0.995,                0.87757,                0.52432,                0.40429,                 1.0061,              0.0007889,              0.0007889,              0.0007889
                    370,                0.58841,                0.43343,                0.97356,                0.99633,                      1,                  0.995,                0.88722,                0.51304,                 0.4022,                 0.9967,              0.0007856,              0.0007856,              0.0007856
                    371,                0.60826,                0.40656,                 1.0021,                0.99613,                      1,                  0.995,                0.88695,                0.49745,                    0.4,                0.99534,              0.0007823,              0.0007823,              0.0007823
                    372,                0.59955,                0.42298,                0.97415,                0.99558,                      1,                  0.995,                0.90013,                 0.4838,                0.40355,                0.99245,               0.000779,               0.000779,               0.000779
                    373,                0.52347,                0.40079,                0.94195,                0.99335,                      1,                  0.995,                0.88685,                0.48116,                0.43569,                0.99151,              0.0007757,              0.0007757,              0.0007757
                    374,                0.56544,                0.41212,                0.99199,                0.99201,                      1,                  0.995,                0.87957,                0.49746,                0.46258,                 1.0131,              0.0007724,              0.0007724,              0.0007724
                    375,                0.54582,                0.37811,                0.95862,                0.99181,                      1,                  0.995,                0.89251,                0.52631,                0.47419,                 1.0464,              0.0007691,              0.0007691,              0.0007691
                    376,                0.55247,                0.38194,                0.98111,                 0.9931,                      1,                  0.995,                0.89602,                0.53985,                0.46629,                 1.0604,              0.0007658,              0.0007658,              0.0007658
                    377,                0.61659,                0.44711,                0.97872,                0.99438,                      1,                  0.995,                0.87871,                0.52045,                0.44758,                 1.0488,              0.0007625,              0.0007625,              0.0007625
                    378,                0.60406,                0.42088,                 1.0252,                0.99616,                      1,                  0.995,                0.88251,                0.48455,                0.45593,                 1.0252,              0.0007592,              0.0007592,              0.0007592
                    379,                0.59359,                0.43334,                0.97747,                0.99616,                      1,                  0.995,                0.88251,                0.48455,                0.45593,                 1.0252,              0.0007559,              0.0007559,              0.0007559
                    380,                0.57838,                0.36545,                0.98281,                0.99651,                      1,                  0.995,                0.88347,                0.47714,                  0.459,                  1.008,              0.0007526,              0.0007526,              0.0007526
                    381,                0.53015,                0.38888,                0.97226,                0.99657,                      1,                  0.995,                0.89731,                0.48074,                0.47603,                0.99252,              0.0007493,              0.0007493,              0.0007493
                    382,                0.62742,                0.42878,                0.98754,                0.99667,                      1,                  0.995,                0.91966,                0.52423,                0.47297,                0.99055,               0.000746,               0.000746,               0.000746
                    383,                 0.5659,                0.37747,                0.98189,                0.99682,                      1,                  0.995,                 0.9016,                 0.5541,                0.48788,                0.99921,              0.0007427,              0.0007427,              0.0007427
                    384,                 0.5307,                 0.3407,                 0.9573,                0.99684,                      1,                  0.995,                0.90704,                0.61776,                0.50951,                 1.0279,              0.0007394,              0.0007394,              0.0007394
                    385,                0.53906,                0.38036,                0.95927,                0.99683,                      1,                  0.995,                0.90873,                0.68363,                0.52218,                 1.0585,              0.0007361,              0.0007361,              0.0007361
                    386,                0.56314,                0.38776,                0.97698,                0.99682,                      1,                  0.995,                0.88905,                0.74826,                0.51803,                   1.09,              0.0007328,              0.0007328,              0.0007328
                    387,                0.56073,                0.40781,                0.96995,                 0.9968,                      1,                  0.995,                0.85743,                0.78385,                0.49533,                  1.112,              0.0007295,              0.0007295,              0.0007295
                    388,                0.55468,                0.37859,                0.94448,                0.99675,                      1,                  0.995,                0.85756,                0.77445,                0.47251,                 1.1122,              0.0007262,              0.0007262,              0.0007262
                    389,                 0.5704,                0.41807,                  0.975,                0.99663,                      1,                  0.995,                0.88992,                0.72963,                0.47476,                 1.0921,              0.0007229,              0.0007229,              0.0007229
                    390,                0.50882,                0.35564,                0.96654,                0.99664,                      1,                  0.995,                0.91427,                0.66095,                0.50111,                 1.0672,              0.0007196,              0.0007196,              0.0007196
                    391,                0.54927,                0.40502,                 0.9551,                 0.9967,                      1,                  0.995,                0.89888,                0.56973,                0.47372,                 1.0262,              0.0007163,              0.0007163,              0.0007163
                    392,                0.54363,                0.37487,                0.97778,                0.99667,                      1,                  0.995,                0.88576,                0.56014,                0.46802,                 1.0166,               0.000713,               0.000713,               0.000713
                    393,                0.55928,                0.38002,                0.96695,                 0.9966,                      1,                  0.995,                0.87579,                0.57384,                0.45789,                 1.0099,              0.0007097,              0.0007097,              0.0007097
                    394,                0.53175,                0.39576,                0.95518,                0.99658,                      1,                  0.995,                0.88111,                0.62503,                0.47151,                 1.0237,              0.0007064,              0.0007064,              0.0007064
                    395,                 0.4912,                0.37782,                0.95029,                0.99658,                      1,                  0.995,                0.88111,                0.62503,                0.47151,                 1.0237,              0.0007031,              0.0007031,              0.0007031
                    396,                0.52724,                0.37865,                0.94142,                0.99657,                      1,                  0.995,                0.85324,                0.68845,                0.47731,                  1.054,              0.0006998,              0.0006998,              0.0006998
                    397,                0.59564,                0.41217,                 1.0025,                0.99665,                      1,                  0.995,                0.86021,                0.71624,                0.47541,                 1.0818,              0.0006965,              0.0006965,              0.0006965
                    398,                0.55059,                 0.3947,                0.93121,                0.99669,                      1,                  0.995,                0.86008,                0.67779,                0.47781,                 1.0836,              0.0006932,              0.0006932,              0.0006932
                    399,                0.54757,                0.37063,                0.93567,                0.99668,                      1,                  0.995,                0.88428,                0.61632,                0.48274,                 1.0711,              0.0006899,              0.0006899,              0.0006899
                    400,                0.52544,                0.39847,                0.95341,                0.99665,                      1,                  0.995,                0.88853,                0.58866,                0.48956,                  1.076,              0.0006866,              0.0006866,              0.0006866
                    401,                0.57809,                0.39936,                0.98228,                0.99667,                      1,                  0.995,                0.87771,                0.59076,                0.48296,                 1.0908,              0.0006833,              0.0006833,              0.0006833
                    402,                0.52988,                0.35769,                0.96026,                 0.9966,                      1,                  0.995,                0.87968,                0.57954,                 0.4587,                 1.0738,                0.00068,                0.00068,                0.00068
                    403,                0.57473,                0.39257,                0.97073,                0.99647,                      1,                  0.995,                 0.8891,                 0.5682,                0.45663,                 1.0498,              0.0006767,              0.0006767,              0.0006767
                    404,                0.58519,                0.42823,                0.97897,                0.99623,                      1,                  0.995,                0.88831,                0.58162,                0.44642,                 1.0356,              0.0006734,              0.0006734,              0.0006734
                    405,                0.53078,                0.38193,                0.96546,                0.99603,                      1,                  0.995,                0.88989,                0.60942,                0.41704,                 1.0433,              0.0006701,              0.0006701,              0.0006701
                    406,                0.49926,                0.34507,                0.94942,                0.99616,                      1,                  0.995,                0.89321,                0.64536,                0.41174,                 1.0532,              0.0006668,              0.0006668,              0.0006668
                    407,                0.56801,                0.38735,                 0.9599,                0.99627,                      1,                  0.995,                0.88752,                0.66191,                0.41694,                 1.0574,              0.0006635,              0.0006635,              0.0006635
                    408,                0.52196,                0.35801,                0.95949,                0.99647,                      1,                  0.995,                0.88507,                0.66096,                0.41167,                 1.0547,              0.0006602,              0.0006602,              0.0006602
                    409,                0.50954,                0.36385,                0.96319,                0.99652,                      1,                  0.995,                 0.8983,                0.64293,                0.39173,                 1.0521,              0.0006569,              0.0006569,              0.0006569
                    410,                0.57967,                0.40056,                0.96961,                0.99661,                      1,                  0.995,                0.89748,                  0.631,                0.38516,                 1.0423,              0.0006536,              0.0006536,              0.0006536
                    411,                0.53868,                0.37506,                0.93938,                0.99661,                      1,                  0.995,                0.89748,                  0.631,                0.38516,                 1.0423,              0.0006503,              0.0006503,              0.0006503
                    412,                0.49855,                0.33657,                0.96095,                0.99661,                      1,                  0.995,                0.89116,                0.62642,                0.38234,                  1.049,               0.000647,               0.000647,               0.000647
                    413,                 0.5172,                0.36903,                0.95498,                0.99672,                      1,                  0.995,                0.89268,                0.62766,                 0.3904,                 1.0669,              0.0006437,              0.0006437,              0.0006437
                    414,                0.59511,                0.39934,                0.98314,                0.99673,                      1,                  0.995,                0.88484,                0.63793,                0.40183,                 1.0945,              0.0006404,              0.0006404,              0.0006404
                    415,                0.51479,                0.34499,                  0.973,                0.99677,                      1,                  0.995,                0.88687,                0.63393,                0.41142,                 1.1077,              0.0006371,              0.0006371,              0.0006371
                    416,                0.49758,                 0.3397,                0.92819,                0.99675,                      1,                  0.995,                0.89271,                0.62269,                0.41338,                 1.1007,              0.0006338,              0.0006338,              0.0006338
                    417,                0.53205,                0.34585,                0.91428,                 0.9968,                      1,                  0.995,                0.88569,                0.60671,                 0.4113,                 1.0868,              0.0006305,              0.0006305,              0.0006305
                    418,                0.49916,                0.36466,                0.95123,                0.99681,                      1,                  0.995,                0.88523,                0.58717,                0.40002,                 1.0777,              0.0006272,              0.0006272,              0.0006272
                    419,                0.53554,                0.36668,                0.93785,                0.99683,                      1,                  0.995,                0.89218,                0.58304,                0.39659,                 1.0779,              0.0006239,              0.0006239,              0.0006239
                    420,                0.54132,                0.39605,                  0.952,                0.99684,                      1,                  0.995,                0.88675,                 0.5722,                0.38912,                 1.0601,              0.0006206,              0.0006206,              0.0006206
                    421,                0.54769,                0.36671,                0.95576,                0.99681,                      1,                  0.995,                0.88678,                0.55996,                0.37293,                  1.039,              0.0006173,              0.0006173,              0.0006173
                    422,                0.50334,                0.38403,                0.93613,                0.99679,                      1,                  0.995,                0.90073,                0.55237,                0.38368,                 1.0276,               0.000614,               0.000614,               0.000614
                    423,                0.53966,                0.38381,                0.97551,                0.99681,                      1,                  0.995,                0.89725,                0.56305,                0.39854,                 1.0344,              0.0006107,              0.0006107,              0.0006107
                    424,                0.50311,                0.36222,                0.95739,                0.99678,                      1,                  0.995,                0.89997,                0.58804,                0.41777,                   1.05,              0.0006074,              0.0006074,              0.0006074
                    425,                0.55781,                0.37977,                0.96196,                0.99681,                      1,                  0.995,                0.88591,                0.58331,                0.42411,                 1.0499,              0.0006041,              0.0006041,              0.0006041
                    426,                0.52134,                 0.3697,                0.93743,                0.99679,                      1,                  0.995,                0.87938,                0.57558,                0.43806,                 1.0479,              0.0006008,              0.0006008,              0.0006008
                    427,                 0.4818,                0.34143,                 0.9498,                0.99679,                      1,                  0.995,                0.87938,                0.57558,                0.43806,                 1.0479,              0.0005975,              0.0005975,              0.0005975
                    428,                0.56074,                0.38416,                0.95086,                0.99683,                      1,                  0.995,                0.87948,                0.58107,                0.44427,                 1.0551,              0.0005942,              0.0005942,              0.0005942
                    429,                0.51043,                0.36937,                0.95559,                0.99678,                      1,                  0.995,                0.87468,                0.60204,                0.45854,                 1.0733,              0.0005909,              0.0005909,              0.0005909
                    430,                0.50582,                0.35386,                 0.9576,                0.99678,                      1,                  0.995,                0.88133,                0.63142,                0.46749,                 1.0871,              0.0005876,              0.0005876,              0.0005876
                    431,                0.53061,                0.37665,                0.93756,                0.99679,                      1,                  0.995,                0.87416,                 0.6634,                0.47614,                 1.0973,              0.0005843,              0.0005843,              0.0005843
                    432,                0.56379,                 0.3874,                0.98224,                0.99676,                      1,                  0.995,                0.84711,                0.68226,                0.48898,                 1.0993,               0.000581,               0.000581,               0.000581
                    433,                0.54355,                0.36566,                0.96277,                 0.9967,                      1,                  0.995,                0.86543,                0.68169,                0.51899,                 1.0982,              0.0005777,              0.0005777,              0.0005777
                    434,                0.47428,                 0.3536,                 0.9354,                0.99669,                      1,                  0.995,                0.86824,                0.66536,                0.53422,                  1.088,              0.0005744,              0.0005744,              0.0005744
                    435,                0.52763,                0.36096,                0.94745,                0.99669,                      1,                  0.995,                0.88361,                0.63394,                0.54171,                 1.0729,              0.0005711,              0.0005711,              0.0005711
                    436,                0.52127,                0.35378,                0.93405,                0.99674,                      1,                  0.995,                0.88265,                 0.5886,                0.53834,                 1.0517,              0.0005678,              0.0005678,              0.0005678
                    437,                 0.5359,                0.37156,                0.93001,                0.99671,                      1,                  0.995,                0.90567,                0.54725,                 0.5243,                 1.0276,              0.0005645,              0.0005645,              0.0005645
                    438,                0.48319,                0.33189,                0.92074,                0.99667,                      1,                  0.995,                0.91594,                0.53355,                0.50446,                 1.0131,              0.0005612,              0.0005612,              0.0005612
