                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.74357,                 0.5409,                 1.0351,                 0.9965,                      1,                  0.995,                0.87576,                0.74735,                0.73153,                 1.2172,              0.0014984,              0.0014984,              0.0014984
                    155,                0.72277,                0.53207,                 1.0731,                 0.9965,                      1,                  0.995,                0.87576,                0.74735,                0.73153,                 1.2172,              0.0014951,              0.0014951,              0.0014951
                    156,                0.70399,                0.54523,                 1.0326,                0.96757,                      1,                  0.995,                0.82857,                0.85388,                0.86615,                 1.2685,              0.0014918,              0.0014918,              0.0014918
                    157,                0.72084,                0.54612,                 1.0117,                0.94388,                      1,                  0.995,                0.81996,                0.88825,                0.87325,                 1.3472,              0.0014885,              0.0014885,              0.0014885
                    158,                0.76753,                0.57791,                 1.0721,                0.97398,                      1,                  0.995,                0.84687,                 0.8361,                0.78062,                 1.3868,              0.0014852,              0.0014852,              0.0014852
                    159,                0.79397,                0.57705,                 1.0681,                0.99397,                      1,                  0.995,                0.83366,                0.76837,                0.74741,                 1.3171,              0.0014819,              0.0014819,              0.0014819
                    160,                0.76066,                0.55242,                 1.0258,                0.99608,                      1,                  0.995,                0.84037,                0.75883,                 0.6242,                 1.2321,              0.0014786,              0.0014786,              0.0014786
                    161,                0.77033,                0.63168,                 1.0649,                0.99594,                      1,                  0.995,                0.80449,                0.84907,                0.61029,                 1.2132,              0.0014753,              0.0014753,              0.0014753
                    162,                0.72936,                 0.5592,                  1.025,                0.99441,                      1,                  0.995,                 0.7648,                0.93399,                0.65013,                 1.2609,               0.001472,               0.001472,               0.001472
                    163,                 0.6888,                0.53946,                 1.0537,                 0.9928,                      1,                  0.995,                0.72842,                 1.0421,                0.75221,                 1.4155,              0.0014687,              0.0014687,              0.0014687
                    164,                0.75235,                0.56714,                 1.0388,                0.98906,                      1,                  0.995,                0.69527,                 1.1206,                0.80011,                 1.5471,              0.0014654,              0.0014654,              0.0014654
                    165,                0.76005,                0.61441,                 1.0922,                0.98357,                      1,                  0.995,                0.68339,                 1.2294,                 0.8456,                 1.7211,              0.0014621,              0.0014621,              0.0014621
                    166,                0.72235,                0.53157,                 1.0203,                0.99032,                      1,                  0.995,                0.71965,                 1.1156,                0.79226,                  1.633,              0.0014588,              0.0014588,              0.0014588
                    167,                0.66501,                0.49802,                 1.0413,                0.99192,                      1,                  0.995,                 0.8274,                0.92432,                0.66008,                 1.4123,              0.0014555,              0.0014555,              0.0014555
                    168,                0.65246,                0.51997,                 0.9926,                 0.9943,                      1,                  0.995,                0.84051,                0.81423,                0.60928,                 1.2514,              0.0014522,              0.0014522,              0.0014522
                    169,                 0.8057,                0.58865,                 1.1254,                0.99527,                      1,                  0.995,                0.87259,                0.76361,                0.58211,                 1.1898,              0.0014489,              0.0014489,              0.0014489
                    170,                0.71005,                0.53683,                 1.0783,                0.99373,                      1,                  0.995,                0.87362,                0.74516,                0.54985,                 1.1477,              0.0014456,              0.0014456,              0.0014456
                    171,                0.62036,                0.48301,                0.99019,                0.99373,                      1,                  0.995,                0.87362,                0.74516,                0.54985,                 1.1477,              0.0014423,              0.0014423,              0.0014423
                    172,                 0.7481,                0.53874,                 1.0525,                0.99358,                      1,                  0.995,                0.84563,                0.77777,                0.57356,                 1.1643,               0.001439,               0.001439,               0.001439
                    173,                0.71329,                0.48613,                 1.0042,                0.99324,                      1,                  0.995,                0.81881,                0.85379,                0.59962,                  1.225,              0.0014357,              0.0014357,              0.0014357
                    174,                0.76122,                0.54043,                 1.0025,                 0.9925,                      1,                  0.995,                0.83059,                0.88453,                0.64401,                 1.2671,              0.0014324,              0.0014324,              0.0014324
                    175,                0.76769,                0.58091,                 1.0446,                0.99018,                      1,                  0.995,                0.81066,                0.88212,                0.58081,                 1.2748,              0.0014291,              0.0014291,              0.0014291
                    176,                0.73332,                 0.5277,                 1.0545,                0.98814,                      1,                  0.995,                0.85905,                0.87216,                0.63049,                 1.2888,              0.0014258,              0.0014258,              0.0014258
                    177,                0.78453,                0.60131,                 1.0511,                0.98595,                      1,                  0.995,                0.83586,                0.87438,                0.67808,                 1.3775,              0.0014225,              0.0014225,              0.0014225
                    178,                0.74195,                0.55013,                 1.0489,                0.98738,                      1,                  0.995,                0.84696,                0.80849,                0.63757,                 1.2855,              0.0014192,              0.0014192,              0.0014192
                    179,                 0.6926,                0.55624,                 1.0306,                 0.9928,                      1,                  0.995,                0.84875,                0.70949,                0.62351,                 1.1419,              0.0014159,              0.0014159,              0.0014159
                    180,                0.66429,                  0.499,                0.99182,                0.99616,                      1,                  0.995,                0.85348,                0.67649,                0.60167,                 1.1347,              0.0014126,              0.0014126,              0.0014126
                    181,                 0.6875,                0.51786,                 1.0268,                 0.9939,                      1,                  0.995,                0.82936,                0.73146,                0.73986,                 1.1931,              0.0014093,              0.0014093,              0.0014093
                    182,                0.68141,                0.51981,                 1.0243,                0.99389,                      1,                  0.995,                0.80411,                0.82377,                 1.0131,                 1.3939,               0.001406,               0.001406,               0.001406
                    183,                0.67263,                0.49333,                0.99352,                0.99306,                      1,                  0.995,                0.77816,                0.86648,                 1.0591,                 1.4471,              0.0014027,              0.0014027,              0.0014027
                    184,                0.68935,                0.49491,                 1.0127,                0.99115,                      1,                  0.995,                0.79102,                 0.8645,                0.95955,                 1.3653,              0.0013994,              0.0013994,              0.0013994
                    185,                0.66849,                0.52787,                 1.0072,                0.99447,                      1,                  0.995,                0.86971,                0.75314,                0.74033,                  1.164,              0.0013961,              0.0013961,              0.0013961
                    186,                0.62707,                0.48448,                0.98048,                0.99608,                      1,                  0.995,                0.87998,                0.67514,                0.62757,                 1.1258,              0.0013928,              0.0013928,              0.0013928
                    187,                0.72689,                0.54332,                 1.0107,                0.99608,                      1,                  0.995,                0.87998,                0.67514,                0.62757,                 1.1258,              0.0013895,              0.0013895,              0.0013895
                    188,                0.72635,                0.52495,                 1.0322,                0.99654,                      1,                  0.995,                0.87352,                0.71708,                0.56313,                 1.1635,              0.0013862,              0.0013862,              0.0013862
                    189,                  0.694,                0.48195,                 1.0109,                0.99642,                      1,                  0.995,                0.84846,                 0.7557,                0.60492,                 1.1854,              0.0013829,              0.0013829,              0.0013829
                    190,                0.67748,                0.49384,                  1.007,                0.99609,                      1,                  0.995,                0.81814,                0.78217,                0.63103,                   1.21,              0.0013796,              0.0013796,              0.0013796
                    191,                0.67357,                0.51577,                 1.0221,                0.99636,                      1,                  0.995,                0.81664,                0.78351,                0.65622,                 1.2459,              0.0013763,              0.0013763,              0.0013763
                    192,                 0.7518,                0.56214,                  1.044,                0.99414,                      1,                  0.995,                0.79183,                0.76125,                0.70795,                 1.2462,               0.001373,               0.001373,               0.001373
                    193,                0.73433,                0.53241,                 1.0384,                 0.9928,                      1,                  0.995,                0.78929,                0.72971,                0.67098,                  1.212,              0.0013697,              0.0013697,              0.0013697
                    194,                0.72159,                0.51064,                0.99565,                0.99353,                      1,                  0.995,                0.81841,                0.73998,                0.65907,                 1.2086,              0.0013664,              0.0013664,              0.0013664
                    195,                0.78197,                0.55443,                 1.0892,                0.99087,                      1,                  0.995,                0.78144,                0.74632,                0.72878,                 1.1877,              0.0013631,              0.0013631,              0.0013631
                    196,                 0.7468,                0.53912,                 1.0357,                0.98917,                      1,                  0.995,                0.77277,                0.73103,                0.79067,                  1.158,              0.0013598,              0.0013598,              0.0013598
                    197,                0.66822,                0.53535,                 1.0436,                0.98917,                      1,                  0.995,                0.79528,                0.67396,                0.83398,                 1.1243,              0.0013565,              0.0013565,              0.0013565
                    198,                0.70749,                 0.5428,                 1.0298,                0.98804,                      1,                  0.995,                0.82744,                0.65639,                 0.7715,                 1.1236,              0.0013532,              0.0013532,              0.0013532
                    199,                0.66455,                 0.5038,                 0.9965,                0.98667,                      1,                  0.995,                0.84481,                0.66717,                0.71756,                 1.1315,              0.0013499,              0.0013499,              0.0013499
                    200,                 0.6547,                0.45886,                 1.0197,                0.98962,                      1,                  0.995,                 0.8885,                0.61329,                0.60626,                 1.1135,              0.0013466,              0.0013466,              0.0013466
                    201,                0.75215,                0.52612,                 1.0598,                0.99272,                      1,                  0.995,                0.87907,                0.58263,                 0.5664,                 1.0999,              0.0013433,              0.0013433,              0.0013433
                    202,                0.66552,                0.46272,                0.98697,                0.99373,                      1,                  0.995,                0.83563,                0.57655,                0.56598,                 1.0999,                0.00134,                0.00134,                0.00134
                    203,                0.63057,                0.46066,                0.97332,                0.99373,                      1,                  0.995,                0.83563,                0.57655,                0.56598,                 1.0999,              0.0013367,              0.0013367,              0.0013367
                    204,                0.70652,                0.52546,                 1.0267,                0.99412,                      1,                  0.995,                0.80492,                0.62794,                 0.5629,                 1.1176,              0.0013334,              0.0013334,              0.0013334
                    205,                0.80995,                0.56883,                  1.085,                0.99573,                      1,                  0.995,                0.78116,                0.65951,                0.58381,                 1.1034,              0.0013301,              0.0013301,              0.0013301
                    206,                0.78897,                0.60023,                 1.0265,                 0.9943,                      1,                  0.995,                0.78178,                0.67834,                0.59822,                 1.1001,              0.0013268,              0.0013268,              0.0013268
                    207,                0.72755,                0.55101,                 1.0058,                      1,                0.98208,                  0.995,                0.81519,                 0.6387,                0.58584,                 1.0966,              0.0013235,              0.0013235,              0.0013235
                    208,                0.69099,                0.50997,                  1.031,                0.98895,                      1,                  0.995,                0.83337,                0.67493,                0.58077,                  1.162,              0.0013202,              0.0013202,              0.0013202
                    209,                 0.6955,                0.52889,                 1.0346,                0.98443,                      1,                  0.995,                0.81657,                 0.7573,                0.61249,                 1.2816,              0.0013169,              0.0013169,              0.0013169
                    210,                0.72545,                0.49692,                  1.025,                0.98654,                      1,                  0.995,                0.81693,                0.75683,                0.64903,                 1.3054,              0.0013136,              0.0013136,              0.0013136
                    211,                0.68798,                0.51207,                 1.0254,                0.98571,                      1,                  0.995,                0.83137,                0.73799,                0.60788,                 1.2366,              0.0013103,              0.0013103,              0.0013103
                    212,                0.63644,                0.47696,                0.98797,                0.98663,                      1,                  0.995,                0.84622,                0.72807,                0.58914,                 1.1431,               0.001307,               0.001307,               0.001307
                    213,                0.63362,                0.47273,                0.98575,                0.98439,                      1,                  0.995,                0.84512,                0.72734,                0.55417,                 1.1071,              0.0013037,              0.0013037,              0.0013037
                    214,                0.66533,                0.47684,                 1.0174,                0.98952,                      1,                  0.995,                0.85237,                0.72777,                0.53308,                 1.1168,              0.0013004,              0.0013004,              0.0013004
                    215,                0.72461,                0.51595,                 1.0224,                0.99439,                      1,                  0.995,                0.87995,                0.68392,                0.56344,                 1.1156,              0.0012971,              0.0012971,              0.0012971
                    216,                0.68098,                0.48889,                 1.0178,                0.99426,                      1,                  0.995,                0.86401,                0.68052,                0.59225,                 1.1124,              0.0012938,              0.0012938,              0.0012938
                    217,                0.67552,                0.49022,                0.98049,                0.99332,                      1,                  0.995,                 0.8477,                0.71042,                0.59537,                 1.1441,              0.0012905,              0.0012905,              0.0012905
                    218,                0.71874,                0.51681,                 1.0596,                0.99417,                      1,                  0.995,                0.86442,                0.69773,                0.57994,                  1.154,              0.0012872,              0.0012872,              0.0012872
                    219,                0.63497,                0.46696,                0.99665,                0.99417,                      1,                  0.995,                0.86442,                0.69773,                0.57994,                  1.154,              0.0012839,              0.0012839,              0.0012839
                    220,                0.67824,                0.49942,                 1.0142,                0.99524,                      1,                  0.995,                0.85556,                0.72914,                0.64068,                 1.1891,              0.0012806,              0.0012806,              0.0012806
                    221,                0.68018,                 0.4953,                 1.0014,                0.99547,                      1,                  0.995,                0.82813,                0.87279,                0.70961,                 1.2869,              0.0012773,              0.0012773,              0.0012773
                    222,                0.64797,                0.46463,                 1.0083,                0.99577,                      1,                  0.995,                0.81821,                0.86313,                0.72557,                 1.3326,               0.001274,               0.001274,               0.001274
                    223,                0.69697,                0.50721,                 1.0173,                0.99622,                      1,                  0.995,                0.83544,                0.79165,                0.69739,                 1.2663,              0.0012707,              0.0012707,              0.0012707
                    224,                 0.7085,                0.51481,                 1.0037,                0.99628,                      1,                  0.995,                0.88332,                0.61935,                0.65448,                   1.13,              0.0012674,              0.0012674,              0.0012674
                    225,                0.71651,                0.49924,                 1.0188,                0.99618,                      1,                  0.995,                0.85354,                0.59814,                0.56742,                 1.0811,              0.0012641,              0.0012641,              0.0012641
                    226,                0.67455,                0.44778,                  1.013,                0.99617,                      1,                  0.995,                0.85271,                0.62114,                0.54806,                 1.0874,              0.0012608,              0.0012608,              0.0012608
                    227,                0.68555,                0.48136,                 1.0259,                0.99634,                      1,                  0.995,                0.86205,                0.62804,                0.54758,                 1.1024,              0.0012575,              0.0012575,              0.0012575
                    228,                0.62904,                0.47471,                 1.0273,                0.99628,                      1,                  0.995,                0.87576,                0.67394,                0.59722,                 1.1235,              0.0012542,              0.0012542,              0.0012542
                    229,                0.59469,                0.42037,                0.95679,                 0.9962,                      1,                  0.995,                0.86056,                0.75279,                0.63946,                 1.1516,              0.0012509,              0.0012509,              0.0012509
                    230,                0.67239,                0.50956,                 1.0296,                0.99635,                      1,                  0.995,                0.87175,                0.72537,                 0.6143,                  1.125,              0.0012476,              0.0012476,              0.0012476
                    231,                0.69901,                0.50251,                 1.0412,                0.99647,                      1,                  0.995,                0.90048,                0.60406,                0.53896,                 1.0701,              0.0012443,              0.0012443,              0.0012443
                    232,                0.59747,                0.44329,                0.99098,                0.99651,                      1,                  0.995,                 0.8781,                0.56977,                0.49889,                 1.0695,               0.001241,               0.001241,               0.001241
                    233,                0.63501,                0.47419,                0.97434,                0.99638,                      1,                  0.995,                0.87784,                0.56926,                0.48816,                 1.0729,              0.0012377,              0.0012377,              0.0012377
                    234,                0.65704,                0.46522,                0.99832,                0.99638,                      1,                  0.995,                0.88713,                0.58392,                0.49063,                 1.0868,              0.0012344,              0.0012344,              0.0012344
                    235,                0.61653,                0.47573,                0.98276,                0.99638,                      1,                  0.995,                0.88713,                0.58392,                0.49063,                 1.0868,              0.0012311,              0.0012311,              0.0012311
                    236,                0.69231,                0.50408,                 1.0277,                0.99632,                      1,                  0.995,                0.89107,                0.63914,                 0.4913,                 1.0969,              0.0012278,              0.0012278,              0.0012278
                    237,                 0.6221,                 0.4688,                0.98799,                0.99597,                      1,                  0.995,                 0.8672,                 0.7028,                0.52503,                  1.112,              0.0012245,              0.0012245,              0.0012245
                    238,                0.74146,                0.50116,                 1.0617,                0.99566,                      1,                  0.995,                0.85337,                0.74528,                0.53387,                 1.1189,              0.0012212,              0.0012212,              0.0012212
                    239,                 0.6183,                0.43629,                0.98223,                0.99538,                      1,                  0.995,                0.81351,                0.74883,                0.55576,                 1.1094,              0.0012179,              0.0012179,              0.0012179
                    240,                0.76362,                0.51267,                 1.0153,                0.99512,                      1,                  0.995,                0.80092,                0.77196,                0.58369,                 1.1373,              0.0012146,              0.0012146,              0.0012146
                    241,                0.66021,                0.44763,                0.97962,                0.99392,                      1,                  0.995,                0.79897,                0.78952,                0.62104,                 1.1554,              0.0012113,              0.0012113,              0.0012113
                    242,                0.66056,                0.48146,                0.98761,                0.99142,                      1,                  0.995,                0.80661,                0.79927,                0.58874,                 1.1493,               0.001208,               0.001208,               0.001208
                    243,                0.73805,                0.54274,                 1.0183,                0.98722,                      1,                  0.995,                0.85778,                0.73623,                0.58246,                 1.1197,              0.0012047,              0.0012047,              0.0012047
                    244,                0.64801,                0.47561,                  1.015,                0.98245,                      1,                  0.995,                0.84779,                0.66507,                0.55422,                 1.1001,              0.0012014,              0.0012014,              0.0012014
                    245,                0.71636,                0.51849,                 1.0616,                 0.9834,                      1,                  0.995,                0.86586,                0.63118,                0.56792,                 1.0937,              0.0011981,              0.0011981,              0.0011981
                    246,                0.68667,                0.47928,                 1.0187,                0.99657,                      1,                  0.995,                0.88552,                0.61864,                0.55555,                 1.0683,              0.0011948,              0.0011948,              0.0011948
                    247,                0.62184,                 0.4696,                 1.0077,                0.99059,                      1,                  0.995,                0.88768,                0.61293,                0.54689,                 1.0467,              0.0011915,              0.0011915,              0.0011915
                    248,                0.67152,                0.53693,                 1.0135,                0.99651,                      1,                  0.995,                0.88545,                0.64569,                0.52122,                 1.0855,              0.0011882,              0.0011882,              0.0011882
                    249,                0.65053,                0.45866,                0.99599,                0.99608,                      1,                  0.995,                0.88154,                0.70167,                0.52414,                 1.1494,              0.0011849,              0.0011849,              0.0011849
                    250,                0.71615,                 0.5197,                 1.0589,                0.99579,                      1,                  0.995,                0.87287,                0.72328,                 0.5227,                  1.144,              0.0011816,              0.0011816,              0.0011816
                    251,                0.66741,                0.51308,                 0.9912,                0.99579,                      1,                  0.995,                0.87287,                0.72328,                 0.5227,                  1.144,              0.0011783,              0.0011783,              0.0011783
                    252,                0.63342,                  0.484,                 1.0207,                0.99564,                      1,                  0.995,                 0.8821,                0.70036,                0.51824,                 1.1363,               0.001175,               0.001175,               0.001175
                    253,                0.57058,                0.42559,                0.98867,                0.99589,                      1,                  0.995,                0.89667,                0.60715,                0.50785,                 1.0903,              0.0011717,              0.0011717,              0.0011717
                    254,                0.62176,                0.45718,                 1.0049,                0.99567,                      1,                  0.995,                0.90988,                0.55233,                0.50677,                 1.0457,              0.0011684,              0.0011684,              0.0011684
                    255,                 0.5875,                0.47854,                 1.0079,                0.99554,                      1,                  0.995,                 0.8919,                0.52266,                0.50584,                 1.0452,              0.0011651,              0.0011651,              0.0011651
                    256,                0.62888,                0.46178,                0.99092,                0.99566,                      1,                  0.995,                0.89086,                0.51938,                0.50642,                 1.0452,              0.0011618,              0.0011618,              0.0011618
                    257,                0.60401,                0.47632,                0.99906,                0.99607,                      1,                  0.995,                0.87759,                0.52276,                0.50748,                 1.0445,              0.0011585,              0.0011585,              0.0011585
                    258,                0.58303,                0.43937,                0.97975,                0.99636,                      1,                  0.995,                0.86247,                 0.5375,                0.51307,                 1.0569,              0.0011552,              0.0011552,              0.0011552
                    259,                0.64655,                 0.4584,                0.97734,                0.99619,                      1,                  0.995,                  0.873,                0.57507,                0.50987,                 1.0792,              0.0011519,              0.0011519,              0.0011519
                    260,                0.62325,                0.46318,                0.99875,                0.99535,                      1,                  0.995,                0.88063,                0.62614,                0.52066,                 1.1002,              0.0011486,              0.0011486,              0.0011486
                    261,                0.64652,                0.45633,                 1.0096,                0.99622,                      1,                  0.995,                0.88141,                0.67146,                0.51957,                 1.1029,              0.0011453,              0.0011453,              0.0011453
                    262,                0.65453,                0.47424,                0.99575,                0.99515,                      1,                  0.995,                0.86884,                 0.7013,                0.53101,                 1.1236,               0.001142,               0.001142,               0.001142
                    263,                 0.6586,                0.49072,                0.99826,                 0.9959,                      1,                  0.995,                0.87491,                 0.6915,                0.52351,                 1.1289,              0.0011387,              0.0011387,              0.0011387
                    264,                0.55652,                0.42637,                0.98138,                0.99619,                      1,                  0.995,                0.86667,                0.66405,                0.51977,                 1.1126,              0.0011354,              0.0011354,              0.0011354
                    265,                0.67715,                0.50344,                 1.0033,                0.99614,                      1,                  0.995,                0.84775,                0.67459,                0.53278,                 1.1083,              0.0011321,              0.0011321,              0.0011321
                    266,                0.60151,                0.44074,                 0.9889,                0.99627,                      1,                  0.995,                0.84502,                0.73866,                0.54584,                 1.1634,              0.0011288,              0.0011288,              0.0011288
                    267,                0.65571,                0.45658,                 1.0226,                0.99627,                      1,                  0.995,                0.84502,                0.73866,                0.54584,                 1.1634,              0.0011255,              0.0011255,              0.0011255
                    268,                0.62989,                0.45273,                 1.0008,                0.99617,                      1,                  0.995,                0.81563,                0.78965,                0.54466,                 1.1932,              0.0011222,              0.0011222,              0.0011222
                    269,                0.65451,                 0.4441,                  0.989,                0.99616,                      1,                  0.995,                0.82251,                0.82046,                0.52491,                 1.2082,              0.0011189,              0.0011189,              0.0011189
                    270,                0.64371,                0.46626,                0.98954,                0.99619,                      1,                  0.995,                0.82377,                0.83864,                0.51287,                 1.2127,              0.0011156,              0.0011156,              0.0011156
                    271,                0.67213,                0.50644,                 1.0011,                0.99625,                      1,                  0.995,                0.81196,                 0.7821,                0.52155,                 1.1662,              0.0011123,              0.0011123,              0.0011123
                    272,                0.69335,                0.47935,                 1.0364,                0.99622,                      1,                  0.995,                0.83129,                0.71891,                 0.5348,                 1.1181,               0.001109,               0.001109,               0.001109
                    273,                0.68809,                0.50595,                 1.0018,                0.99604,                      1,                  0.995,                0.85939,                0.68037,                0.53353,                  1.093,              0.0011057,              0.0011057,              0.0011057
                    274,                0.63792,                 0.4507,                0.99778,                0.99587,                      1,                  0.995,                0.85637,                0.62062,                0.52806,                   1.06,              0.0011024,              0.0011024,              0.0011024
                    275,                0.59606,                0.42451,                 0.9831,                0.99493,                      1,                  0.995,                0.86645,                0.57991,                0.53421,                 1.0449,              0.0010991,              0.0010991,              0.0010991
                    276,                0.65053,                0.45324,                 1.0094,                0.99509,                      1,                  0.995,                0.84966,                 0.5793,                0.56032,                 1.0458,              0.0010958,              0.0010958,              0.0010958
                    277,                0.57189,                0.42437,                0.98387,                0.99382,                      1,                  0.995,                0.82597,                0.59189,                0.56966,                 1.0452,              0.0010925,              0.0010925,              0.0010925
                    278,                0.62532,                 0.4222,                0.98407,                0.99248,                      1,                  0.995,                0.85606,                0.56734,                 0.5855,                 1.0363,              0.0010892,              0.0010892,              0.0010892
                    279,                0.59919,                0.41887,                0.99585,                0.99051,                      1,                  0.995,                0.85725,                0.58418,                0.59617,                 1.0408,              0.0010859,              0.0010859,              0.0010859
                    280,                0.61844,                0.44989,                0.97576,                0.99613,                      1,                  0.995,                0.84182,                0.70073,                0.57701,                 1.1019,              0.0010826,              0.0010826,              0.0010826
                    281,                0.65333,                0.44132,                 1.0141,                 0.9962,                      1,                  0.995,                0.80927,                0.86406,                0.59441,                 1.2147,              0.0010793,              0.0010793,              0.0010793
                    282,                0.66091,                0.46131,                 1.0206,                0.99663,                      1,                  0.995,                0.81149,                 0.8529,                0.60525,                 1.2111,               0.001076,               0.001076,               0.001076
                    283,                0.63177,                0.47085,                 1.0075,                0.99663,                      1,                  0.995,                0.81149,                 0.8529,                0.60525,                 1.2111,              0.0010727,              0.0010727,              0.0010727
                    284,                0.62231,                0.43178,                 1.0055,                0.99658,                      1,                  0.995,                0.80911,                0.83943,                0.62436,                 1.2043,              0.0010694,              0.0010694,              0.0010694
                    285,                0.59801,                 0.4144,                0.98358,                0.99643,                      1,                  0.995,                0.81396,                0.80767,                0.65693,                 1.2008,              0.0010661,              0.0010661,              0.0010661
                    286,                0.66848,                0.45215,                 1.0259,                0.99595,                      1,                  0.995,                 0.7797,                0.82846,                0.68265,                 1.2682,              0.0010628,              0.0010628,              0.0010628
                    287,                0.62849,                0.44362,                0.98887,                0.99528,                      1,                  0.995,                0.76499,                0.81506,                0.70501,                 1.3412,              0.0010595,              0.0010595,              0.0010595
